"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,0.000887359278649901,0.000113148347433774,0.00193797763776208,2.75815115481654e-05,0.004947906904736
"2","WY 2017",365,0.0158863319482834,0.0021169951412211,0.00809807344268476,0.00551770177528254,0.0363054275815756
