Site	Dates	Flow
10s	10d	6n
11452800	2015-10-01	0
11452800	2015-10-02	0
11452800	2015-10-03	0
11452800	2015-10-04	0
11452800	2015-10-05	0
11452800	2015-10-06	0
11452800	2015-10-07	0
11452800	2015-10-08	0
11452800	2015-10-09	0
11452800	2015-10-10	0
11452800	2015-10-11	0
11452800	2015-10-12	0
11452800	2015-10-13	0
11452800	2015-10-14	0
11452800	2015-10-15	0
11452800	2015-10-16	0
11452800	2015-10-17	0
11452800	2015-10-18	0
11452800	2015-10-19	0
11452800	2015-10-20	0
11452800	2015-10-21	0
11452800	2015-10-22	0
11452800	2015-10-23	0
11452800	2015-10-24	0
11452800	2015-10-25	0
11452800	2015-10-26	0
11452800	2015-10-27	0
11452800	2015-10-28	0
11452800	2015-10-29	0
11452800	2015-10-30	0
11452800	2015-10-31	0
11452800	2015-11-01	0
11452800	2015-11-02	0
11452800	2015-11-03	0
11452800	2015-11-04	0
11452800	2015-11-05	0
11452800	2015-11-06	0
11452800	2015-11-07	0
11452800	2015-11-08	0
11452800	2015-11-09	0
11452800	2015-11-10	0
11452800	2015-11-11	0
11452800	2015-11-12	0
11452800	2015-11-13	0
11452800	2015-11-14	0
11452800	2015-11-15	0
11452800	2015-11-16	0
11452800	2015-11-17	0
11452800	2015-11-18	0
11452800	2015-11-19	0
11452800	2015-11-20	0
11452800	2015-11-21	0
11452800	2015-11-22	0
11452800	2015-11-23	0
11452800	2015-11-24	0
11452800	2015-11-25	0
11452800	2015-11-26	0
11452800	2015-11-27	0
11452800	2015-11-28	0
11452800	2015-11-29	0
11452800	2015-11-30	0
11452800	2015-12-01	0
11452800	2015-12-02	0
11452800	2015-12-03	0
11452800	2015-12-04	0
11452800	2015-12-05	0
11452800	2015-12-06	0
11452800	2015-12-07	0
11452800	2015-12-08	0
11452800	2015-12-09	0
11452800	2015-12-10	0
11452800	2015-12-11	0
11452800	2015-12-12	0
11452800	2015-12-13	0
11452800	2015-12-14	0
11452800	2015-12-15	0
11452800	2015-12-16	0
11452800	2015-12-17	0
11452800	2015-12-18	0
11452800	2015-12-19	0
11452800	2015-12-20	0
11452800	2015-12-21	0
11452800	2015-12-22	0
11452800	2015-12-23	0
11452800	2015-12-24	0
11452800	2015-12-25	0
11452800	2015-12-26	0
11452800	2015-12-27	0
11452800	2015-12-28	0
11452800	2015-12-29	0
11452800	2015-12-30	0
11452800	2015-12-31	0
11452800	2016-01-01	0
11452800	2016-01-02	0
11452800	2016-01-03	0
11452800	2016-01-04	0
11452800	2016-01-05	0
11452800	2016-01-06	0
11452800	2016-01-07	0
11452800	2016-01-08	0
11452800	2016-01-09	0
11452800	2016-01-10	0
11452800	2016-01-11	0
11452800	2016-01-12	0
11452800	2016-01-13	0
11452800	2016-01-14	0
11452800	2016-01-15	0
11452800	2016-01-16	0
11452800	2016-01-17	0
11452800	2016-01-18	0
11452800	2016-01-19	0
11452800	2016-01-20	0
11452800	2016-01-21	0
11452800	2016-01-22	0
11452800	2016-01-23	7.5
11452800	2016-01-24	84
11452800	2016-01-25	283
11452800	2016-01-26	301
11452800	2016-01-27	274
11452800	2016-01-28	214
11452800	2016-01-29	165
11452800	2016-01-30	166
11452800	2016-01-31	224
11452800	2016-02-01	67
