"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,1071795.17578605,262464.106988085,388197.244983283,506396.073930627,2005395.15827875
"2","WY 2017",365,4147324.83219411,1022471.14540455,1324051.28224138,2145380.0553133,7275795.70454634
