"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2015",365,48433.1492877936,11603.1209331889,46298.1818079573,7217.86004327758,169818.33001839
"2","WY 2016",366,39386.8715645473,8582.27293516048,15849.3013625321,17100.1604312149,78077.1987813426
"3","WY 2017",365,717381.998750188,195190.307079943,279776.333017432,319678.225395584,1397329.41637155
