"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,0.0104470185434074,0.00245103038974014,0.0482006644002845,7.00276641377517e-05,0.0699289371954502
"2","WY 2017",365,0.305081296287083,0.0781087070670499,0.307431521191749,0.0416500720321114,1.10876578208254
