"Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"WY 2015",365,611600.021895471,120725.458828734,714785.378781329,64499.1128183854,2451242.86494475
"WY 2016",366,296995.35005846,45617.5970075084,118318.29210576,130034.808119141,585416.416471218
"WY 2017",365,5701362.89229886,918487.660364097,2139185.10287557,2620915.87397917,10871828.3550591
"WY 2018",365,92139.4396028944,29742.5214089875,33165.1336163891,43740.3675772964,171830.09725109
"WY 2019",365,2445940.27413599,361090.768842159,1141523.01612339,928526.232790393,5290759.39714248
