"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,0.000843843663113849,0.000132950130143732,0.000760171768818242,0.000138389593091781,0.00284038561846271
"2","WY 2017",365,0.000526100523513644,7.59003405665379e-05,0.00023687300533673,0.00020666917498275,0.00111351923186322
"3","WY 2018",365,0.000141119827312661,1.90550132468478e-05,0.000125547126459551,2.36057842599243e-05,0.000470919596766536
