"Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"WY 2013",164,0.0675345322816465,0.0249664582036973,0.176987148265853,0.00144223024451781,0.401931121457506
"WY 2014",91,0,0,NA,NA,NA
"WY 2015",305,0.0198089842483441,0.00457690284347844,0.061915708740646,0.000294083824196594,0.123894848272296
"WY 2016",213,0.022586297148944,0.0042592171478715,0.0621401703841723,0.00043628523742681,0.136450464046037
"WY 2017",216,0.667729036788096,0.13314843295455,0.352620276961953,0.223362516476955,1.56084997331839
"WY 2018",213,0,0,NA,NA,NA
"WY 2019",212,0.219560572736498,0.0554765182359596,0.19547792262831,0.0366836963616338,0.733057076227881
