"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,109447.682048416,25923.6082152368,221733.789322032,3966.77510611474,591602.634818318
"2","WY 2017",365,2336970.32321555,724372.887377879,2171825.15577214,364625.953832858,8036961.58925165
"3","WY 2018",365,1486.45803088945,437.401577267903,3186.96416307253,47.986212180459,8227.2449380122
