"Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"WY 2010",365,6.33799920259887e-05,7.45431228950102e-06,2.16558653103611e-05,3.12693727277452e-05,0.000115035078409544
"WY 2011",365,0.00012567908647329,1.38863632810506e-05,2.33905271330498e-05,8.60583079740496e-05,0.000177396383978471
"WY 2012",366,1.18398943268611e-05,9.1153471985158e-07,2.46076842351164e-06,7.74671247214846e-06,1.73465138394506e-05
"WY 2013",365,2.52111188215069e-05,1.69322867810086e-06,8.89064299991807e-06,1.21537890190884e-05,4.65122131600305e-05
"WY 2014",365,7.17264981837925e-07,6.80215252302257e-08,3.02946036136936e-06,5.74946257384566e-09,4.74977912368057e-06
"WY 2015",365,1.23886933980352e-05,8.42357028671693e-07,1.37929030218745e-05,1.42434926341007e-06,4.8114479975881e-05
"WY 2016",366,2.2012368897472e-05,1.89933492250685e-06,9.46880317712668e-06,9.01714879772807e-06,4.53453465063532e-05
"WY 2017",365,0.000156783604951848,1.65864464359198e-05,2.40064477222109e-05,0.000114996800894022,0.000208857909476486
