"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,1.52619255511843e-05,1.99741801325705e-06,1.11582889235521e-05,3.41658236934854e-06,4.44272906877125e-05
"2","WY 2017",365,7.75155666517154e-06,1.25340591564887e-06,3.56421360357386e-06,2.98508071801193e-06,1.6615997506618e-05
"3","WY 2018",365,1.6544803165939e-06,5.03160743976283e-07,2.35124693316583e-06,1.21293665514351e-07,7.47360911686792e-06
