"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,36861.6839327161,15539.2717807661,92832.3235660222,854.607593805293,216546.081721118
"2","WY 2017",365,25910.0314911846,10269.8103063707,33435.7316655955,2279.30780540787,110507.306014295
"3","WY 2018",365,8187.6234528793,3099.04592215763,20009.9434633866,201.944388251379,47607.8330342317
