Site	Dates	Flow
11452600	2016-12-30	8.4
11452600	2016-12-31	6.4
11452600	2017-01-01	5.0
11452600	2017-01-02	4.0
11452600	2017-01-03	4.7
11452600	2017-01-04	895
11452600	2017-01-05	834
11452600	2017-01-06	271
11452600	2017-01-07	289
11452600	2017-01-08	4454
11452600	2017-01-09	12190
11452600	2017-01-10	5236
11452600	2017-01-11	12805
11452600	2017-01-12	5294
11452600	2017-01-13	4287
11452600	2017-01-14	3447
11452600	2017-01-15	3249
11452600	2017-01-16	3075
11452600	2017-01-17	2953
11452600	2017-01-18	2975
11452600	2017-01-19	7212
11452600	2017-01-20	6970
11452600	2017-01-21	7166
11452600	2017-01-22	8046
11452600	2017-01-23	7509
11452600	2017-01-24	4892
11452600	2017-01-25	4255
11452600	2017-01-26	3580
11452600	2017-01-27	3593
11452600	2017-01-28	3452
11452600	2017-01-29	3350
11452600	2017-01-30	3265
11452600	2017-01-31	3186
11452600	2017-02-01	3116
11452600	2017-02-02	3252
11452600	2017-02-03	4695
11452600	2017-02-04	4595
11452600	2017-02-05	3849
11452600	2017-02-06	4704
11452600	2017-02-07	9493
11452600	2017-02-08	9313
11452600	2017-02-09	6467
11452600	2017-02-10	9625
11452600	2017-02-11	5940
11452600	2017-02-12	5025
11452600	2017-02-13	4616
11452600	2017-02-14	4345
11452600	2017-02-15	4150
11452600	2017-02-16	4157
11452600	2017-02-17	5398
11452600	2017-02-18	15087
11452600	2017-02-19	7486
11452600	2017-02-20	7002
11452600	2017-02-21	12423
11452600	2017-02-22	7499
11452600	2017-02-23	6153
11452600	2017-02-24	5521
11452600	2017-02-25	5040
11452600	2017-02-26	4872
11452600	2017-02-27	4678
11452600	2017-02-28	4490
11452600	2017-03-01	4307
11452600	2017-03-02	4000
11452600	2017-03-03	3912
11452600	2017-03-04	3840
11452600	2017-03-05	3888
11452600	2017-03-06	3797
11452600	2017-03-07	3726
11452600	2017-03-08	3662
11452600	2017-03-09	3596
11452600	2017-03-10	3532
11452600	2017-03-11	3443
11452600	2017-03-12	3175
11452600	2017-03-13	3132
11452600	2017-03-14	3079
11452600	2017-03-15	3034
11452600	2017-03-16	2988
11452600	2017-03-17	2928
11452600	2017-03-18	2893
11452600	2017-03-19	2831
11452600	2017-03-20	2678
11452600	2017-03-21	2783
11452600	2017-03-22	2844
11452600	2017-03-23	1966
11452600	2017-03-24	1832
11452600	2017-03-25	2212
11452600	2017-03-26	1901
11452600	2017-03-27	1810
11452600	2017-03-28	1741
11452600	2017-03-29	1681
11452600	2017-03-30	1639
11452600	2017-03-31	1155
11452600	2017-04-01	993
11452600	2017-04-02	770
11452600	2017-04-03	674
11452600	2017-04-04	551
11452600	2017-04-05	456
11452600	2017-04-06	446
11452600	2017-04-07	1257
11452600	2017-04-08	1743
11452600	2017-04-09	1831
11452600	2017-04-10	1455
11452600	2017-04-11	1390
11452600	2017-04-12	1375
11452600	2017-04-13	1529
11452600	2017-04-14	1511
11452600	2017-04-15	1418
11452600	2017-04-16	1409
11452600	2017-04-17	1615
11452600	2017-04-18	1614
11452600	2017-04-19	1576
11452600	2017-04-20	1263
11452600	2017-04-21	1215
11452600	2017-04-22	1185
11452600	2017-04-23	833
11452600	2017-04-24	627
11452600	2017-04-25	477
11452600	2017-04-26	364
11452600	2017-04-27	300
11452600	2017-04-28	187
11452600	2017-04-29	212
11452600	2017-04-30	314
11452600	2017-05-01	235
11452600	2017-05-02	209
11452600	2017-05-03	118
11452600	2017-05-04	145
11452600	2017-05-05	185
11452600	2017-05-06	278
11452600	2017-05-07	371
11452600	2017-05-08	271
11452600	2017-05-09	127
11452600	2017-05-10	62
11452600	2017-05-11	38
11452600	2017-05-12	40
11452600	2017-05-13	39
11452600	2017-05-14	48
11452600	2017-05-15	35
11452600	2017-05-16	27
11452600	2017-05-17	25
11452600	2017-05-18	24
11452600	2017-05-19	22
11452600	2017-05-20	23
11452600	2017-05-21	23
11452600	2017-05-22	26
11452600	2017-05-23	19
11452600	2017-05-24	18
11452600	2017-05-25	24
11452600	2017-05-26	23
11452600	2017-05-27	18
11452600	2017-05-28	27
11452600	2017-05-29	20
11452600	2017-05-30	16
11452600	2017-05-31	18
11452600	2017-06-01	29
11452600	2017-06-02	18
11452600	2017-06-03	19
11452600	2017-06-04	23
11452600	2017-06-05	27
11452600	2017-06-06	27
11452600	2017-06-07	22
11452600	2017-06-08	26
11452600	2017-06-09	27
11452600	2017-06-10	19
11452600	2017-06-11	29
11452600	2017-06-12	27
11452600	2017-06-13	20
11452600	2017-06-14	16
11452600	2017-06-15	15
11452600	2017-06-16	12
11452600	2017-06-17	9.7
11452600	2017-06-18	18
11452600	2017-06-19	27
11452600	2017-06-20	18
11452600	2017-06-21	10
11452600	2017-06-22	6.3
11452600	2017-06-23	6.8
11452600	2017-06-24	8.6
11452600	2017-06-25	17
11452600	2017-06-26	21
11452600	2017-06-27	16
11452600	2017-06-28	15
11452600	2017-06-29	8.2
11452600	2017-06-30	12
11452600	2017-07-01	16
11452600	2017-07-02	25
11452600	2017-07-03	29
11452600	2017-07-04	35
11452600	2017-07-05	24
11452600	2017-07-06	14
11452600	2017-07-07	17
11452600	2017-07-08	16
11452600	2017-07-09	14
11452600	2017-07-10	22
11452600	2017-07-11	21
11452600	2017-07-12	17
11452600	2017-07-13	21
11452600	2017-07-14	20
11452600	2017-07-15	17
11452600	2017-07-16	24
11452600	2017-07-17	31
11452600	2017-07-18	19
11452600	2017-07-19	13
11452600	2017-07-20	18
11452600	2017-07-21	20
11452600	2017-07-22	21
11452600	2017-07-23	28
11452600	2017-07-24	21
11452600	2017-07-25	11
11452600	2017-07-26	16
11452600	2017-07-27	17
11452600	2017-07-28	18
11452600	2017-07-29	17
11452600	2017-07-30	26
11452600	2017-07-31	23
11452600	2017-08-01	17
11452600	2017-08-02	11
11452600	2017-08-03	7.8
11452600	2017-08-04	12
11452600	2017-08-05	18
11452600	2017-08-06	20
11452600	2017-08-07	19
11452600	2017-08-08	13
11452600	2017-08-09	15
11452600	2017-08-10	10
11452600	2017-08-11	19
11452600	2017-08-12	15
11452600	2017-08-13	26
11452600	2017-08-14	31
11452600	2017-08-15	24
11452600	2017-08-16	17
11452600	2017-08-17	19
11452600	2017-08-18	24
11452600	2017-08-19	27
11452600	2017-08-20	30
11452600	2017-08-21	28
11452600	2017-08-22	17
11452600	2017-08-23	15
11452600	2017-08-24	15
11452600	2017-08-25	21
11452600	2017-08-26	25
11452600	2017-08-27	29
11452600	2017-08-28	28
11452600	2017-08-29	21
11452600	2017-08-30	20
11452600	2017-08-31	18
11452600	2017-09-01	21
11452600	2017-09-02	22
11452600	2017-09-03	26
11452600	2017-09-04	29
11452600	2017-09-05	28
11452600	2017-09-06	30
11452600	2017-09-07	29
11452600	2017-09-08	29
11452600	2017-09-09	32
11452600	2017-09-10	32
11452600	2017-09-11	30
11452600	2017-09-12	22
11452600	2017-09-13	18
11452600	2017-09-14	21
11452600	2017-09-15	27
11452600	2017-09-16	28
11452600	2017-09-17	30
11452600	2017-09-18	29
11452600	2017-09-19	27
11452600	2017-09-20	29
11452600	2017-09-21	22
11452600	2017-09-22	23
11452600	2017-09-23	21
11452600	2017-09-24	23
11452600	2017-09-25	24
11452600	2017-09-26	19
11452600	2017-09-27	21
11452600	2017-09-28	21
11452600	2017-09-29	19
11452600	2017-09-30	21
