"Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"WY 2013",164,0.0711197785866896,0.0244661319203195,0.168419964737201,0.00187179890590852,0.40893376486868
"WY 2014",91,0,0,NA,NA,NA
"WY 2015",305,0.0215495385375338,0.00465260907598608,0.0618978398898639,0.000380837978126493,0.131818133128188
"WY 2016",213,0.0244720212040693,0.00430188000726184,0.0615989262518084,0.000567958745039629,0.143737790497349
"WY 2017",216,0.689296917366264,0.127393171978101,0.334505968975237,0.251789690259872,1.52732403569324
"WY 2018",213,0,0,NA,NA,NA
"WY 2019",212,0.232460559897125,0.054882476054816,0.189516979896687,0.0444655013515606,0.73004656115166
