"Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"WY 2013",164,247316.980171854,87994.8988671393,626359.466739331,5667.61223475325,1455613.60085542
"WY 2014",91,0,0,NA,NA,NA
"WY 2015",305,72934.7558553499,16180.2247146578,218683.399796381,1179.69408372417,451368.855924307
"WY 2016",213,84391.7256021306,15235.7720213251,222574.21234597,1778.74290533118,503269.009137516
"WY 2017",216,2569264.09320814,492168.447200648,1303146.63869817,897046.360685344,5852995.08160521
"WY 2018",213,0,0,NA,NA,NA
"WY 2019",212,856991.36174262,208078.356409266,734769.955483678,151852.175239899,2787442.33780392
