"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2010",365,74518.6439382069,25475.9126908581,359614.558576567,456.287115069966,501057.985350369
"2","WY 2011",365,613855.486577703,191212.699412474,1193431.48773897,24193.5557739909,3258574.81318275
"3","WY 2012",366,0,0,NA,NA,NA
"4","WY 2013",365,73906.5929185627,18984.5831125767,445601.225214388,290.329070936073,503690.60202836
"5","WY 2014",365,0,0,NA,NA,NA
"6","WY 2015",365,94187.5497856498,36668.0782083702,476840.303173382,523.840070827738,635926.900136482
