"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,41446.50426869,9378.47311475929,183002.402730452,303.631721254847,276036.763801556
"2","WY 2017",365,1174321.32879721,289618.271428357,1137217.56258593,171310.744011703,4154118.66207723
