"Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"WY 2017",365,3580174.55915697,361933.167151303,678201.630420393,2434553.76644726,5082502.69568435
"WY 2018",365,5102.38120045008,488.387094775377,1765.63139972926,2494.28433871004,9321.39783178404
"WY 2019",365,2810363.96066382,312940.373830472,679346.802408219,1712305.3040719,4357933.26004817
