"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,3.12672670304308e-05,3.3264236627144e-06,1.96752040260498e-05,8.53129292408385e-06,8.20899400813454e-05
"2","WY 2017",365,0.000174155330467206,1.84002572965548e-05,5.28990816693453e-05,9.30897873898115e-05,0.000298294119786204
