"","Date","Flow","Flux","Std.Err","SEP","L90","U90"
"464",2017-01-06,353,7.64259274368752e-05,8.58950589837779e-06,2.8449251708657e-05,3.8534800111476e-05,0.000133128082992746
"465",2017-01-07,297,6.57367415991053e-05,7.75748703726851e-06,2.45842777601974e-05,3.30367850025126e-05,0.000114753631482069
"466",2017-01-08,866,0.000167040754367516,1.46360237683604e-05,6.10585518611441e-05,8.52989592364844e-05,0.000288560183985274
"467",2017-01-09,10680,0.00147991763699549,0.000140775007391241,0.000543724499808489,0.000753049931279711,0.00256248616620127
"468",2017-01-10,4888,0.000751610455687995,5.9338020846044e-05,0.000273247775292286,0.000385247352071892,0.00129519432597296
"469",2017-01-11,10929,0.00150975705859921,0.000144533415667177,0.000554926460426545,0.000768003987434237,0.00261466693359496
"470",2017-01-12,7443,0.00108231034196643,9.35833504343348e-05,0.000395320515757954,0.000552966084379725,0.00186903438907253
"471",2017-01-13,5288,0.000804684234858394,6.44637480146477e-05,0.000292747345787501,0.00041225287838407,0.00138709216559799
"472",2017-01-14,3962,0.000626387544213384,4.78928342863334e-05,0.000227389539861255,0.000321385897732842,0.00107869032946173
"473",2017-01-15,3633,0.000580985063172742,4.39848721120284e-05,0.000210816139055273,0.000298179595034769,0.00100030689973819
"474",2017-01-16,3315,0.000536573844489313,4.02949633791634e-05,0.000194632994431145,0.000275452420378993,0.000923695859702936
"475",2017-01-17,3137,0.000511467987532288,3.82688872506362e-05,0.000185497194140055,0.000262592431453707,0.000880414385299981
"476",2017-01-18,2870,0.000473446551483551,3.52847377029379e-05,0.000171679040862869,0.00024309970320148,0.00081490461288519
"477",2017-01-19,6536,0.000967000399633402,8.10493476443864e-05,0.000352604775581684,0.000494630404112438,0.00166862090161085
"478",2017-01-20,7490,0.00108823190783978,9.42424876562433e-05,0.000397518257582198,0.000555957846465265,0.00187933521915838
"479",2017-01-21,9184,0.00129855470590017,0.000118549108496153,0.000475827860579375,0.000661979900806276,0.00224573869818297
"480",2017-01-22,7732,0.00111864293765933,9.76503863853928e-05,0.000408811298462643,0.000571316479285253,0.00193224996894304
"481",2017-01-23,9828,0.00137708468809291,0.000128038801408398,0.000505186629737027,0.000701451725934718,0.00238280314518947
"482",2017-01-24,6360,0.000944382293257964,7.86609172041758e-05,0.000344244446902896,0.000483170149165878,0.00162934921932867
"483",2017-01-25,5072,0.000776094212683885,6.16832485285516e-05,0.000282238657128675,0.00039770983517977,0.00133757839583436
"484",2017-01-26,3849,0.00061085253886776,4.65405605195885e-05,0.000221715477772014,0.000313448752608281,0.00105186346032982
"485",2017-01-27,3774,0.000600507994039847,4.56487723957083e-05,0.000217939082217415,0.000308161693244782,0.00103400386835985
"486",2017-01-28,3587,0.000574594076852162,4.34456749716117e-05,0.00020848556517579,0.000294910734566678,0.000989278461502843
"487",2017-01-29,3387,0.000546677345259599,4.11226284950446e-05,0.000198312147716519,0.00028062524306813,0.000941119424169902
"488",2017-01-30,3276,0.000531088883461448,3.98485857912966e-05,0.000192636284165818,0.00027264361285656,0.00091423833149546
"489",2017-01-31,3132,0.00051076006170255,3.82123934809747e-05,0.000185239719079514,0.000262229681270535,0.000879194235650461
"490",2017-02-01,3038,0.000497422628388016,3.71546209748589e-05,0.000180390215968496,0.000255394085057971,0.000856209363753065
"491",2017-02-02,3092,0.000505091192292925,3.77612751191382e-05,0.000183178195445663,0.000259324624891325,0.000869424189704652
"492",2017-02-03,4271,0.000668570757983216,5.16420037615467e-05,0.000242813660237515,0.000342921717557748,0.00115157154803874
"493",2017-02-04,5749,0.000865186990565191,7.04915070166349e-05,0.00031502062184972,0.000442995771857332,0.00149194850499978
"494",2017-02-05,4353,0.000679695151391854,5.26491347997006e-05,0.000246885341504984,0.000348597100270749,0.00117080029500541
"495",2017-02-06,4735,0.000731157276941648,5.7404895897695e-05,0.000265743068320502,0.000374830607435986,0.00125980068291007
"496",2017-02-07,7701,0.00111475458047274,9.72125423587465e-05,0.000407366790401897,0.00056935327841057,0.00192548303951633
"497",2017-02-08,11625,0.00159268169350643,0.000155119557144917,0.000586101383461721,0.000809519517081787,0.00275977420694321
"498",2017-02-09,7480,0.00108697242197216,9.41021703689702e-05,0.00039705077620982,0.000555321546362266,0.00187714421534128
"499",2017-02-10,10336,0.00143853746854021,0.000135609033377113,0.000528204292409829,0.000732298640675714,0.00249015450828515
"500",2017-02-11,7730,0.00111839213962182,9.76221270494234e-05,0.000408718122967201,0.000571189858224795,0.00193181349277682
"501",2017-02-12,6143,0.000916378429468733,7.5737236050819e-05,0.000333901949868093,0.000468972763517545,0.00158074469994479
"502",2017-02-13,5538,0.000837579229093814,6.77172884915562e-05,0.000304851424806762,0.000428973176108519,0.00144408953875725
"503",2017-02-14,5164,0.000788291081326874,6.28639841899462e-05,0.000286720499431977,0.000403915336783485,0.00135869881131781
"504",2017-02-15,4873,0.000749609089759603,5.91478076867316e-05,0.000272513186479318,0.000384228298958965,0.00129173049260773
"505",2017-02-16,4753,0.00073356809240451,5.76315043540892e-05,0.000266627358547217,0.000376058708346257,0.00126397190851341
"506",2017-02-17,5276,0.00080310008036551,6.4308519521184e-05,0.00029216478900882,0.000411447325421205,0.00138434804406693
"507",2017-02-18,12879,0.00174041997900841,0.00017446886703805,0.000641799202447489,0.000883334458341053,0.0030186338958819
"508",2017-02-19,10793,0.00149347080381961,0.000142478681284497,0.000548811408943168,0.000759843124138463,0.00258618456949261
"509",2017-02-20,7652,0.00110860414479126,9.65212355901019e-05,0.000405082275334882,0.000566247640467655,0.00191478014526184
"510",2017-02-21,12524,0.00169880328981146,0.000168957253721952,0.000626089714773619,0.000862560249950325,0.00294567247971113
"511",2017-02-22,10073,0.00140677483542141,0.000131680848986186,0.000516302649547316,0.000716359494132955,0.00243465856162694
"512",2017-02-23,7828,0.00113067097135,9.90086605051082e-05,0.000413280729301898,0.000577388314258235,0.00195318471813701
"513",2017-02-24,6978,0.00102344617703261,8.71119570709722e-05,0.000373495359641638,0.00052320510552475,0.00176668441626537
"514",2017-02-25,6234,0.000928137966605011,7.69603996614988e-05,0.000338243866750188,0.000474935726537049,0.00160115248096552
"515",2017-02-26,5978,0.000894995939260615,7.35303395622207e-05,0.000326011339056811,0.000458126062705703,0.00154364635188868
"516",2017-02-27,5747,0.000864925953989776,7.04650934148228e-05,0.000314924425246784,0.000442863228902793,0.00149149589288605
"517",2017-02-28,5485,0.000830622493448047,6.70244547145712e-05,0.00030229046367245,0.000425438227848749,0.00143203307889874
"518",2017-03-01,5224,0.000796229790077887,6.36368803584969e-05,0.000289638684451095,0.000407953375593616,0.00137244792060196
"519",2017-03-02,4782,0.000737449605566159,5.79970579235774e-05,0.000268051265404024,0.000378035844540444,0.00127068810516682
"520",2017-03-03,4564,0.000708192320894948,5.52632403415656e-05,0.00025732339519012,0.000363128186539898,0.00122007479228367
"521",2017-03-04,4415,0.000688087589772586,5.34139190910203e-05,0.00024995820954843,0.000352877625536414,0.00118530920759043
"522",2017-03-05,4417,0.000688358048993682,5.34386363200771e-05,0.000250057253414937,0.000353015556589738,0.00118577681391986
"523",2017-03-06,4314,0.000674407822312718,5.21695102448135e-05,0.00024494989475024,0.00034589984397005,0.00116166058148732
