"Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"WY 2017",365,0.000129456774404305,1.26443811922139e-05,1.76172868212635e-05,9.83630901274847e-05,0.000167281558313281
"WY 2018",365,4.58018867053927e-06,2.02860171678972e-06,2.4841010188018e-06,1.48815098345492e-06,1.0892672867858e-05
"WY 2019",365,0.000114118549400722,1.53058627215528e-05,1.95011652293476e-05,8.06660999611679e-05,0.000156863144147673
