"Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"WY 2015",365,622541.983294542,119505.130943083,719902.115180122,66912.7022157007,2478136.74534328
"WY 2016",366,293006.94770565,43699.0169514953,114677.621306149,130189.46094797,571851.124280493
"WY 2017",365,5870590.49118515,914420.236678661,2145261.19783593,2754879.76746199,11036358.334944
"WY 2018",365,88433.4418623407,28405.7644685207,31510.9928923161,42302.7519563455,164041.301806045
"WY 2019",365,2502123.83003432,358718.551067319,1145384.00573444,967651.341178701,5349034.45446821
