"Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"WY 2015",365,462582.744131874,61834.8631942744,402853.020613374,80006.5320945594,1520998.5662173
"WY 2016",366,474763.543458971,59554.7415633379,182653.322760669,213920.892325453,917813.929203226
"WY 2017",365,5050123.35399204,794768.254164268,1900313.53452238,2316246.73339922,9645111.76238418
"WY 2018",365,176552.338596349,20757.9846163745,39981.4850864729,111084.829482465,266914.813988959
"WY 2019",365,2936905.83743712,449280.824639013,1350340.50403746,1131039.42705671,6295271.41119835
