Dates	Flow		
2016-04-10	216.4269775		
2016-04-11	210.8500019		
2016-04-12	186.0711723		
2016-04-13	165.9254089		
2016-04-14	135.5540505		
2016-04-15	103.5501173		
2016-04-16	51.5428301		
2016-04-17	9.621366752		
2016-04-18	0		
2016-04-19	0		
2016-04-20	0		
2016-04-21	0		
2016-04-22	0		
2016-04-23	0		
2016-04-24	0		
2016-04-25	0		
2016-04-26	0		
2016-04-27	0		
2016-04-28	0		
2016-04-29	0		
2016-04-30	0		
2016-05-01	0		
2016-05-02	0		
2016-05-03	0		
2016-05-04	0		
2016-05-05	0		
2016-05-06	0		
2016-05-07	0		
2016-05-08	0		
2016-05-09	0		
2016-05-10	0		
2016-05-11	0		
2016-05-12	0		
2016-05-13	0		
2016-05-14	0		
2016-05-15	0		
2016-05-16	0		
2016-05-17	0		
2016-05-18	0		
2016-05-19	0		
2016-05-20	0		
2016-05-21	0		
2016-05-22	0		
2016-05-23	0		
2016-05-24	0		
2016-05-25	0		
2016-05-26	0		
2016-05-27	0		
2016-05-28	0		
2016-05-29	0		
2016-05-30	0		
2016-05-31	0		
2016-06-01	0		
2016-06-02	0		
2016-06-03	0		
2016-06-04	0		
2016-06-05	0		
2016-06-06	0		
2016-06-07	0		
2016-06-08	0		
2016-06-09	0		
2016-06-10	0		
2016-06-11	0		
2016-06-12	0		
2016-06-13	0		
2016-06-14	0		
2016-06-15	0		
2016-06-16	0		
2016-06-17	0		
2016-06-18	0		
2016-06-19	0		
2016-06-20	0		
2016-06-21	0		
2016-06-22	0		
2016-06-23	0		
2016-06-24	0		
2016-06-25	0		
2016-06-26	0		
2016-06-27	0		
2016-06-28	0		
2016-06-29	0		
2016-06-30	0		
2016-07-01	0		
2016-07-02	0		
2016-07-03	0		
2016-07-04	0		
2016-07-05	0		
2016-07-06	0		
2016-07-07	0		
2016-07-08	0		
2016-07-09	0		
2016-07-10	0		
2016-07-11	0		
2016-07-12	0		
2016-07-13	0		
2016-07-14	0		
2016-07-15	0		
2016-07-16	0		
2016-07-17	0		
2016-07-18	0		
2016-07-19	0		
2016-07-20	0		
2016-07-21	0		
2016-07-22	0		
2016-07-23	3.959372296		
2016-07-24	22.50115244		
2016-07-25	0.362733208		
2016-07-26	0		
2016-07-27	0		
2016-07-28	0		
2016-07-29	0		
2016-07-30	0		
2016-07-31	0		
2016-08-01	0		
2016-08-02	0		
2016-08-03	0		
2016-08-04	0		
2016-08-05	0		
2016-08-06	0		
2016-08-07	0		
2016-08-08	0		
2016-08-09	0		
2016-08-10	0		
2016-08-11	0		
2016-08-12	0		
2016-08-13	0		
2016-08-14	0		
2016-08-15	0		
2016-08-16	0		
2016-08-17	0		
2016-08-18	0		
2016-08-19	0		
2016-08-20	0		
2016-08-21	0		
2016-08-22	0		
2016-08-23	0		
2016-08-24	0		
2016-08-25	0		
2016-08-26	0		
2016-08-27	0		
2016-08-28	0		
2016-08-29	1.103171573		
2016-08-30	0		
2016-08-31	0		
2016-09-01	0		
2016-09-02	0		
2016-09-03	0		
2016-09-04	0		
2016-09-05	0		
2016-09-06	0		
2016-09-07	0		
2016-09-08	0		
2016-09-09	0		
2016-09-10	0		
2016-09-11	0		
2016-09-12	0		
2016-09-13	0		
2016-09-14	0		
2016-09-15	0		
2016-09-16	0		
2016-09-17	0		
2016-09-18	0		
2016-09-19	0		
2016-09-20	0		
2016-09-21	0		
2016-09-22	0		
2016-09-23	0		
2016-09-24	0		
2016-09-25	0.340819805		
2016-09-26	13.13907525		
2016-09-27	0		
2016-09-28	0		
2016-09-29	0		
2016-09-30	0		
2016-10-01	0		
2016-10-02	0		
2016-10-03	0		
2016-10-04	15.92114233		
2016-10-05	2.98159278		
2016-10-06	0		
2016-10-07	0		
2016-10-08	0		
2016-10-09	0		
2016-10-10	0		
2016-10-11	0		
2016-10-12	0		
2016-10-13	0		
2016-10-14	0		
2016-10-15	0		
2016-10-16	0		
2016-10-17	0		
2016-10-18	0		
2016-10-19	0		
2016-10-20	0		
2016-10-21	0		
2016-10-22	0		
2016-10-23	0		
2016-10-24	0		
2016-10-25	0		
2016-10-26	0		
2016-10-27	0		
2016-10-28	0		
2016-10-29	0		
2016-10-30	0		
2016-10-31	0		
2016-11-01	0		
2016-11-02	0		
2016-11-03	0		
2016-11-04	0		
2016-11-05	0		
2016-11-06	0		
2016-11-07	0		
2016-11-08	0		
2016-11-09	0		
2016-11-10	0		
2016-11-11	0		
2016-11-12	0		
2016-11-13	0		
2016-11-14	0		
2016-11-15	0		
2016-11-16	0		
2016-11-17	0		
2016-11-18	0		
2016-11-19	0		
2016-11-20	0		
2016-11-21	0		
2016-11-22	0		
2016-11-23	0		
2016-11-24	0		
2016-11-25	0		
2016-11-26	0		
2016-11-27	0		
2016-11-28	0		
2016-11-29	0		
2016-11-30	0		
2016-12-01	0		
2016-12-02	0		
2016-12-03	0		
2016-12-04	0		
2016-12-05	0		
2016-12-06	0		
2016-12-07	0		
2016-12-08	0		
2016-12-09	0		
2016-12-10	0		
2016-12-11	145.7466391		
2016-12-12	207.1997288		
2016-12-13	290.1376631		
2016-12-14	298.8835366		
2016-12-15	285.7350964		
2016-12-16	1686.542253		
2016-12-17	1196.09487		
2016-12-18	728.3841242		
2016-12-19	568.6538618		
2016-12-20	487.411176		
2016-12-21	443.2136628		
2016-12-22	404.6370358		
2016-12-23	380.8889208		
2016-12-24	372.0625948		
2016-12-25	448.5664151		
2016-12-26	427.7732544		
2016-12-27	387.8102076		
2016-12-28	359.0670179		
2016-12-29	338.0944399		
2016-12-30	322.1719041		
2016-12-31	308.842013		
2017-01-01	295.5352913		
2017-01-02	284.1704148		
2017-01-03	280.3026409		
2017-01-04	732.997623		
2017-01-05	1178.411111		
2017-01-06	696.5195838		
2017-01-07	607.701699		
2017-01-08	3215.387943		
2017-01-09	13058.71824		
2017-01-10	4974.289349		
2017-01-11	13007.30374		
2017-01-12	5755.351092		
2017-01-13	4519.357417		
2017-01-14	3587.623657		
2017-01-15	3386.41751		
2017-01-16	3200.189652		
2017-01-17	3074.811144		
2017-01-18	3039.177977		
2017-01-19	7233.715186		
2017-01-20	6892.114034		
2017-01-21	7947.174785		
2017-01-22	7830.888655		
2017-01-23	8473.305384		
2017-01-24	5252.443399		
2017-01-25	4592.816377		
2017-01-26	3799.256009		
2017-01-27	3845.301698		
2017-01-28	3704.337449		
2017-01-29	3603.548575		
2017-01-30	3524.285981		
2017-01-31	3450.905112		
2017-02-01	3388.263394		
2017-02-02	3498.858175		
2017-02-03	4877.375952		
2017-02-04	5216.788214		
2017-02-05	4244.399515		
2017-02-06	5040.577334		
2017-02-07	9333.787946		
2017-02-08	11094.43651		
2017-02-09	6887.861557		
2017-02-10	10684.06321		
2017-02-11	6670.186568		
2017-02-12	5568.61181		
2017-02-13	5097.042572		
2017-02-14	4792.681846		
2017-02-15	4575.001176		
2017-02-16	4529.306595		
2017-02-17	5498.238399		
2017-02-18	16045.84238		
2017-02-19	8976.987589		
2017-02-20	7266.862764		
2017-02-21	13632.38423		
2017-02-22	8541.41206		
2017-02-23	6833.918763		
2017-02-24	6161.320399		
2017-02-25	5527.166103		
2017-02-26	5381.215932		
2017-02-27	5164.495896		
2017-02-28	4958.286809		
2017-03-01	4771.642059		
2017-03-02	4418.699136		
2017-03-03	4317.277617		
2017-03-04	4234.240049		
2017-03-05	4280.948484		
2017-03-06	4196.048482		
2017-03-07	4108.928588		
2017-03-08	4041.16078		
2017-03-09	3966.61338		
2017-03-10	3895.17359		
2017-03-11	3817.871098		
2017-03-12	3497.849431		
2017-03-13	3449.871045		
2017-03-14	3390.262693		
2017-03-15	3339.188797		
2017-03-16	3289.959799		
2017-03-17	3221.457293		
2017-03-18	3182.207994		
2017-03-19	3135.655211		
2017-03-20	2933.217263		
2017-03-21	3041.174352		
2017-03-22	3130.329401		
2017-03-23	2240.03451		
2017-03-24	1997.952043		
2017-03-25	2415.497052		
2017-03-26	2097.588539		
2017-03-27	1985.045854		
2017-03-28	1913.510386		
2017-03-29	1839.545244		
2017-03-30	1796.597563		
2017-03-31	1320.144423		
2017-04-01	1089.47089		
2017-04-02	867.984032		
2017-04-03	739.9272388		
2017-04-04	619.3758775		
2017-04-05	501.9467219		
2017-04-06	479.8058375		
2017-04-07	1224.586782		
2017-04-08	1912.02295		
2017-04-09	1979.791112		
2017-04-10	1606.788786		
2017-04-11	1508.240969		
2017-04-12	1488.710317		
2017-04-13	1628.777612		
2017-04-14	1652.221285		
2017-04-15	1536.44475		
2017-04-16	1519.619908		
2017-04-17	1724.713298		
2017-04-18	1745.716354		
2017-04-19	1705.912217		
2017-04-20	1390.79612		
2017-04-21	1316.538649		
2017-04-22	1278.591382		
2017-04-23	940.3393635		
2017-04-24	694.1290216		
2017-04-25	533.3039183		
2017-04-26	396.7071595		
2017-04-27	342.5795016		
2017-04-28	198.0877807		
2017-04-29	226.9251535		
2017-04-30	329.1540999		
2017-05-01	264.2448484		
2017-05-02	229.0343541		
2017-05-03	130.3914659		
2017-05-04	151.77195		
2017-05-05	195.3397569		
2017-05-06	283.0562699		
2017-05-07	396.1302902		
2017-05-08	310.2678349		
2017-05-09	143.7113771		
2017-05-10	69.91446303		
2017-05-11	41.54471347		
2017-05-12	42.23356601		
2017-05-13	41.94032694		
2017-05-14	50.2428656		
2017-05-15	39.71626198		
2017-05-16	28.94052373		
2017-05-17	27.30277654		
2017-05-18	25.35680323		
2017-05-19	23.65422452		
2017-05-20	24.81056632		
2017-05-21	24.00965826		
2017-05-22	27.4548035		
2017-05-23	20.74742011		
2017-05-24	18.60992612		
2017-05-25	24.76285844		
2017-05-26	24.26808796		
2017-05-27	18.76574651		
2017-05-28	28.16083416		
2017-05-29	21.32309504		
2017-05-30	16.8056234		
2017-05-31	17.70777703		
2017-06-01	30.57667758		
2017-06-02	19.78021245		
2017-06-03	18.59436872		
2017-06-04	23.44151221		
2017-06-05	28.22249043		
2017-06-06	27.23105902		
2017-06-07	22.81505538		
2017-06-08	25.7069511		
2017-06-09	28.40053893		
2017-06-10	19.76499322		
2017-06-11	27.71644358		
2017-06-12	28.93030532		
2017-06-13	21.45757875		
2017-06-14	16.14754639		
2017-06-15	15.35564445		
2017-06-16	12.32018709		
2017-06-17	9.927932435		
2017-06-18	17.33105865		
2017-06-19	26.91111031		
2017-06-20	19.00052078		
2017-06-21	11.22132683		
2017-06-22	6.547854926		
2017-06-23	6.36910019		
2017-06-24	9.26166016		
2017-06-25	16.08982466		
2017-06-26	21.86373197		
2017-06-27	16.67332139		
2017-06-28	16.05700498		
2017-06-29	8.30627143		
2017-06-30	11.68125694		
2017-07-01	16.15329646		
2017-07-02	23.88420584		
2017-07-03	30.05284081		
2017-07-04	33.36086106		
2017-07-05	27.71680298		
2017-07-06	14.17719534		
2017-07-07	17.19701986		
2017-07-08	17.55783828		
2017-07-09	12.65576525		
2017-07-10	22.31193354		
2017-07-11	21.69002778		
2017-07-12	17.34337868		
2017-07-13	20.66626987		
2017-07-14	20.33736921		
2017-07-15	17.52587416		
2017-07-16	22.75576724		
2017-07-17	32.10890845		
2017-07-18	20.69973101		
2017-07-19	12.73862038		
2017-07-20	18.25721277		
2017-07-21	20.49152754		
2017-07-22	20.61607848		
2017-07-23	27.3381046		
2017-07-24	23.4056553		
2017-07-25	10.54856317		
2017-07-26	16.12591322		
2017-07-27	17.09292768		
2017-07-28	18.19936099		
2017-07-29	17.04912336		
2017-07-30	25.02440242		
2017-07-31	24.27967873		
2017-08-01	17.50719396		
2017-08-02	11.40198877		
2017-08-03	8.070689025		
2017-08-04	11.84270808		
2017-08-05	18.19165301		
2017-08-06	18.83099356		
2017-08-07	20.95125378		
2017-08-08	13.33878245		
2017-08-09	15.36125094		
2017-08-10	9.548628399		
2017-08-11	19.62640986		
2017-08-12	14.87500705		
2017-08-13	25.01661357		
2017-08-14	32.73933093		
2017-08-15	24.8631183		
2017-08-16	17.48595693		
2017-08-17	18.98234869		
2017-08-18	23.45392158		
2017-08-19	26.8677531		
2017-08-20	30.45378894		
2017-08-21	30.2322537		
2017-08-22	17.70024077		
2017-08-23	15.72605501		
2017-08-24	14.66034808		
2017-08-25	20.50472208		
2017-08-26	24.17791123		
2017-08-27	29.08816497		
2017-08-28	29.71901617		
2017-08-29	22.3771018		
2017-08-30	20.12457093		
2017-08-31	18.32015522		
2017-09-01	21.63153733		
2017-09-02	22.27883212		
2017-09-03	25.71643062		
2017-09-04	29.5862998		
2017-09-05	28.09716508		
2017-09-06	30.63761625		
2017-09-07	29.51327572		
2017-09-08	29.08258314		
2017-09-09	32.26292833		
2017-09-10	32.28460765		
2017-09-11	31.82906466		
2017-09-12	22.53190305		
2017-09-13	18.31358549		
2017-09-14	21.29565996		
2017-09-15	27.36605503		
2017-09-16	28.04078336		
2017-09-17	30.65897106		
2017-09-18	30.85104181		
2017-09-19	27.192971		
2017-09-20	29.94498734		
2017-09-21	23.13205923		
2017-09-22	24.08619894		
2017-09-23	21.00535019		
2017-09-24	22.84506813		
2017-09-25	24.72443114		
2017-09-26	20.07500682		
2017-09-27	21.10849274		
2017-09-28	21.24413626		
2017-09-29	19.82884311		
2017-09-30	20.89136299		
2017-10-01	26.58911479		
2017-10-02	27.59370205		
2017-10-03	25.43341009		
2017-10-04	18.58130733		
2017-10-05	18.56848037		
2017-10-06	11.54048568		
2017-10-07	11.30851646		
2017-10-08	22.78892818		
2017-10-09	23.03439318		
2017-10-10	21.43459956		
2017-10-11	15.34030697		
2017-10-12	12.03107811		
2017-10-13	12.67946441		
2017-10-14	16.02988589		
2017-10-15	18.70903577		
2017-10-16	17.91732616		
2017-10-17	11.93328412		
2017-10-18	11.62369127		
2017-10-19	15.94719833		
2017-10-20	18.88457964		
2017-10-21	21.88300517		
2017-10-22	26.21187684		
2017-10-23	25.95845816		
2017-10-24	23.03920035		
2017-10-25	22.96014972		
2017-10-26	22.08956252		
2017-10-27	18.46135625		
2017-10-28	19.04385819		
2017-10-29	21.30494096		
2017-10-30	20.7935028		
