"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,75560.1075522558,28529.1269149121,176457.711325391,2046.56855595903,432260.866113737
"2","WY 2017",365,894070.241940947,309617.927214578,884057.169131157,125994.659955795,3207930.06573388
