"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,41307.3935962748,11717.981004438,66857.1379145092,2351.03626784975,200508.16513319
"2","WY 2017",365,5946.28289690377,1889.16361636581,5403.87915838079,961.667337290638,20136.8994393237
"3","WY 2018",365,720.490338202779,489.177700643996,2359.3460814292,9.71839418969181,4556.31021810464
