"Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"WY 2017",365,3596011.52411294,390751.152980072,686186.333486176,2438242.13121653,5117206.88296789
"WY 2018",365,5883.99980826542,842.640284717393,2135.7873531241,2775.42336891736,11022.0713054757
"WY 2019",365,2705650.26100032,354590.5999274,682164.693308841,1612772.63883941,4267810.32100914
