"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2015",365,840122.95327382,384588.300384823,898070.190348315,103699.732291724,3176473.89948232
"2","WY 2016",366,588051.980492746,129598.549273398,225348.79802351,265811.072596905,1134360.49422064
"3","WY 2017",365,5707126.40919663,1712807.2644495,2282857.32866238,2490309.30624287,11275176.4797911
