"Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"WY 2013",164,4.52331020678355e-05,6.37629826591407e-06,3.13194244972998e-05,1.09069458886339e-05,0.000126799790847852
"WY 2014",91,0,0,NA,NA,NA
"WY 2015",305,2.19031655554399e-05,2.05962211741909e-06,2.26460812245103e-05,2.86295297646543e-06,8.09919458452808e-05
"WY 2016",213,2.57684795957096e-05,2.08330775081882e-06,2.13558783351549e-05,4.80889400065083e-06,8.18573723573414e-05
"WY 2017",216,0.000330252778186764,2.27761792720012e-05,5.53696232751194e-05,0.000235017987704243,0.000451390655598699
"WY 2018",213,0,0,NA,NA,NA
"WY 2019",212,0.000187784537917262,1.94131580325033e-05,5.54002091570908e-05,0.000102242720915783,0.000317280218280723
