"Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"WY 2017",365,5207679.94503163,1128918.16660902,1702538.50434378,2650578.53079575,9243713.95997182
"WY 2018",365,8862.03643277304,2766.22853895259,6562.52037052046,1948.76641081138,26027.4921101891
"WY 2019",365,3300435.70001003,759914.950951443,1158893.83780981,1596165.31952926,6075344.8421661
