"","Date","Flow","Flux","Std.Err","SEP","L90","U90"
"1",2015-10-01,3.3,3.5252582226623e-05,1.70715536621406e-05,3.7751717282699e-05,5.55744793782722e-06,0.000104162839665378
"2",2015-10-02,2.8,2.91545761287106e-05,1.44732508633056e-05,3.13834210001223e-05,4.55914093093815e-06,8.63633570106059e-05
"3",2015-10-03,3.1,3.27498276208833e-05,1.59935613790512e-05,3.51323363270824e-05,5.1489704111646e-06,9.68500078837506e-05
"4",2015-10-04,3.2,3.39393473244112e-05,1.648239739608e-05,3.63665695878593e-05,5.34556238289624e-06,0.000100311208716455
"5",2015-10-05,4,4.38323017618917e-05,2.05458289360184e-05,4.66358637318071e-05,6.98020151497138e-06,0.000129101325972423
"6",2015-10-06,3.9,4.25383522283216e-05,2.00051291178022e-05,4.52881889505632e-05,6.76739321215639e-06,0.000125329741425228
"7",2015-10-07,3.6,3.87644581058633e-05,1.84476202557272e-05,4.1366781371599e-05,6.14465834335071e-06,0.000114341952869666
"8",2015-10-08,4.1,4.49789757556387e-05,2.09601502621495e-05,4.78017456798242e-05,7.17541348081989e-06,0.000132404885903104
"9",2015-10-09,3.5,3.74644704004739e-05,1.78843037918389e-05,4.00042306408445e-05,5.93288598347042e-06,0.000110540977799119
"10",2015-10-10,3.6,3.86651739943485e-05,1.836445017882e-05,4.12448252854588e-05,6.13262228637496e-06,0.000114027354154153
"11",2015-10-11,3.8,4.11104382672588e-05,1.93486082861893e-05,4.37745995690639e-05,6.53868759608063e-06,0.000121131738247723
"12",2015-10-12,3.3,3.49228990812811e-05,1.67925070624031e-05,3.7344823771632e-05,5.51784777694733e-06,0.000103115795658825
"13",2015-10-13,3.4,3.61121514282671e-05,1.7272393314844e-05,3.85752881454319e-05,5.71525873513161e-06,0.000106571312062905
"14",2015-10-14,8.5,0.000103364404163402,4.27306151558102e-05,0.000107578283359971,1.70310567429384e-05,0.000301141215025766
"15",2015-10-15,10,0.000124431767311067,5.007752420495e-05,0.000128969455150499,2.06330578249922e-05,0.000361771896107288
