Site	Dates	Flow
11451800	2016-06-24	683
11451800	2016-06-25	667
11451800	2016-06-26	712
11451800	2016-06-27	707
11451800	2016-06-28	708
11451800	2016-06-29	717
11451800	2016-06-30	714
11451800	2016-07-01	701
11451800	2016-07-02	705
11451800	2016-07-03	696
11451800	2016-07-04	727
11451800	2016-07-05	731
11451800	2016-07-06	724
11451800	2016-07-07	705
11451800	2016-07-08	697
11451800	2016-07-09	670
11451800	2016-07-10	641
11451800	2016-07-11	630
11451800	2016-07-12	618
11451800	2016-07-13	625
11451800	2016-07-14	636
11451800	2016-07-15	636
11451800	2016-07-16	659
11451800	2016-07-17	708
11451800	2016-07-18	715
11451800	2016-07-19	710
11451800	2016-07-20	708
11451800	2016-07-21	705
11451800	2016-07-22	688
11451800	2016-07-23	673
11451800	2016-07-24	660
11451800	2016-07-25	669
11451800	2016-07-26	646
11451800	2016-07-27	633
11451800	2016-07-28	645
11451800	2016-07-29	650
11451800	2016-07-30	655
11451800	2016-07-31	655
11451800	2016-08-01	646
11451800	2016-08-02	633
11451800	2016-08-03	621
11451800	2016-08-04	617
11451800	2016-08-05	628
11451800	2016-08-06	606
11451800	2016-08-07	555
11451800	2016-08-08	567
11451800	2016-08-09	516
11451800	2016-08-10	514
11451800	2016-08-11	541
11451800	2016-08-12	600
11451800	2016-08-13	634
11451800	2016-08-14	622
11451800	2016-08-15	531
11451800	2016-08-16	455
11451800	2016-08-17	537
11451800	2016-08-18	557
11451800	2016-08-19	519
11451800	2016-08-20	488
11451800	2016-08-21	487
11451800	2016-08-22	488
11451800	2016-08-23	494
11451800	2016-08-24	515
11451800	2016-08-25	492
11451800	2016-08-26	482
11451800	2016-08-27	474
11451800	2016-08-28	458
11451800	2016-08-29	475
11451800	2016-08-30	467
11451800	2016-08-31	465
11451800	2016-09-01	465
11451800	2016-09-02	478
11451800	2016-09-03	456
11451800	2016-09-04	434
11451800	2016-09-05	405
11451800	2016-09-06	399
11451800	2016-09-07	377
11451800	2016-09-08	385
11451800	2016-09-09	394
11451800	2016-09-10	385
11451800	2016-09-11	370
11451800	2016-09-12	369
11451800	2016-09-13	366
11451800	2016-09-14	351
11451800	2016-09-15	336
11451800	2016-09-16	327
11451800	2016-09-17	294
11451800	2016-09-18	269
11451800	2016-09-19	296
11451800	2016-09-20	311
11451800	2016-09-21	306
11451800	2016-09-22	312
11451800	2016-09-23	311
11451800	2016-09-24	309
11451800	2016-09-25	329
11451800	2016-09-26	325
11451800	2016-09-27	292
11451800	2016-09-28	267
11451800	2016-09-29	262
11451800	2016-09-30	225
11451800	2016-10-01	219
11451800	2016-10-02	228
11451800	2016-10-03	247
11451800	2016-10-04	242
11451800	2016-10-05	232
11451800	2016-10-06	199
11451800	2016-10-07	200
11451800	2016-10-08	203
11451800	2016-10-09	194
11451800	2016-10-10	91
11451800	2016-10-11	44
11451800	2016-10-12	23
11451800	2016-10-13	19
11451800	2016-10-14	19
11451800	2016-10-15	23
11451800	2016-10-16	30
11451800	2016-10-17	27
11451800	2016-10-18	22
11451800	2016-10-19	17
11451800	2016-10-20	14
11451800	2016-10-21	12
11451800	2016-10-22	10
11451800	2016-10-23	10
11451800	2016-10-24	12
11451800	2016-10-25	52
11451800	2016-10-26	55
11451800	2016-10-27	31
11451800	2016-10-28	33
11451800	2016-10-29	52
11451800	2016-10-30	41
11451800	2016-10-31	53
11451800	2016-11-01	62
11451800	2016-11-02	64
11451800	2016-11-03	41
11451800	2016-11-04	33
11451800	2016-11-05	29
11451800	2016-11-06	26
11451800	2016-11-07	25
11451800	2016-11-08	24
11451800	2016-11-09	23
11451800	2016-11-10	23
11451800	2016-11-11	22
11451800	2016-11-12	21
11451800	2016-11-13	20
11451800	2016-11-14	21
11451800	2016-11-15	22
11451800	2016-11-16	22
11451800	2016-11-17	22
11451800	2016-11-18	22
11451800	2016-11-19	32
11451800	2016-11-20	93
11451800	2016-11-21	63
11451800	2016-11-22	45
11451800	2016-11-23	41
11451800	2016-11-24	46
11451800	2016-11-25	36
11451800	2016-11-26	34
11451800	2016-11-27	40
11451800	2016-11-28	49
11451800	2016-11-29	42
11451800	2016-11-30	37
11451800	2016-12-01	33
11451800	2016-12-02	31
11451800	2016-12-03	30
11451800	2016-12-04	29
11451800	2016-12-05	29
11451800	2016-12-06	28
11451800	2016-12-07	27
11451800	2016-12-08	32
11451800	2016-12-09	38
11451800	2016-12-10	277
11451800	2016-12-11	382
11451800	2016-12-12	156
11451800	2016-12-13	100
11451800	2016-12-14	79
11451800	2016-12-15	1353
11451800	2016-12-16	1766
11451800	2016-12-17	516
11451800	2016-12-18	337
11451800	2016-12-19	249
11451800	2016-12-20	209
11451800	2016-12-21	197
11451800	2016-12-22	172
11451800	2016-12-23	166
11451800	2016-12-24	292
11451800	2016-12-25	184
11451800	2016-12-26	140
11451800	2016-12-27	121
11451800	2016-12-28	112
11451800	2016-12-29	104
11451800	2016-12-30	102
11451800	2016-12-31	107
11451800	2017-01-01	101
11451800	2017-01-02	98
11451800	2017-01-03	114
11451800	2017-01-04	1367
11451800	2017-01-05	453
11451800	2017-01-06	294
11451800	2017-01-07	776
11451800	2017-01-08	11511
11451800	2017-01-09	4504
11451800	2017-01-10	8245
11451800	2017-01-11	8054
11451800	2017-01-12	4575
11451800	2017-01-13	3621
11451800	2017-01-14	3334
11451800	2017-01-15	3116
11451800	2017-01-16	3060
11451800	2017-01-17	2987
11451800	2017-01-18	3794
11451800	2017-01-19	6454
11451800	2017-01-20	7509
11451800	2017-01-21	5361
11451800	2017-01-22	8769
11451800	2017-01-23	5667
11451800	2017-01-24	4773
11451800	2017-01-25	3888
11451800	2017-01-26	3911
11451800	2017-01-27	3791
11451800	2017-01-28	3675
11451800	2017-01-29	3631
11451800	2017-01-30	3609
11451800	2017-01-31	3499
11451800	2017-02-01	3307
11451800	2017-02-02	3724
11451800	2017-02-03	5468
11451800	2017-02-04	4232
11451800	2017-02-05	3866
11451800	2017-02-06	4704
11451800	2017-02-07	10522
11451800	2017-02-08	6473
11451800	2017-02-09	8345
11451800	2017-02-10	7381
11451800	2017-02-11	5787
11451800	2017-02-12	5150
11451800	2017-02-13	4843
11451800	2017-02-14	4653
11451800	2017-02-15	4473
11451800	2017-02-16	4699
11451800	2017-02-17	8142
11451800	2017-02-18	12981
11451800	2017-02-19	6389
11451800	2017-02-20	9491
11451800	2017-02-21	10199
11451800	2017-02-22	7181
11451800	2017-02-23	6560
11451800	2017-02-24	6010
11451800	2017-02-25	5859
11451800	2017-02-26	5610
11451800	2017-02-27	5442
11451800	2017-02-28	5284
11451800	2017-03-01	4929
11451800	2017-03-02	4651
11451800	2017-03-03	4482
11451800	2017-03-04	4366
11451800	2017-03-05	4414
11451800	2017-03-06	4223
11451800	2017-03-07	4142
11451800	2017-03-08	4044
11451800	2017-03-09	3937
11451800	2017-03-10	3828
11451800	2017-03-11	3550
11451800	2017-03-12	3355
11451800	2017-03-13	3295
11451800	2017-03-14	3229
11451800	2017-03-15	3158
11451800	2017-03-16	3106
11451800	2017-03-17	3040
11451800	2017-03-18	2964
11451800	2017-03-19	2816
11451800	2017-03-20	2700
11451800	2017-03-21	2727
11451800	2017-03-22	2375
11451800	2017-03-23	1612
11451800	2017-03-24	1792
11451800	2017-03-25	1813
11451800	2017-03-26	1609
11451800	2017-03-27	1573
11451800	2017-03-28	1536
11451800	2017-03-29	1522
11451800	2017-03-30	1380
11451800	2017-03-31	1012
11451800	2017-04-01	906
11451800	2017-04-02	725
11451800	2017-04-03	679
11451800	2017-04-04	521
11451800	2017-04-05	511
11451800	2017-04-06	525
11451800	2017-04-07	1732
11451800	2017-04-08	1555
11451800	2017-04-09	1491
11451800	2017-04-10	1274
11451800	2017-04-11	1263
11451800	2017-04-12	1262
11451800	2017-04-13	1471
11451800	2017-04-14	1292
11451800	2017-04-15	1245
11451800	2017-04-16	1319
11451800	2017-04-17	1430
11451800	2017-04-18	1417
11451800	2017-04-19	1293
11451800	2017-04-20	1134
11451800	2017-04-21	1107
11451800	2017-04-22	960
11451800	2017-04-23	679
11451800	2017-04-24	562
11451800	2017-04-25	416
11451800	2017-04-26	354
11451800	2017-04-27	343
11451800	2017-04-28	325
11451800	2017-04-29	376
11451800	2017-04-30	418
11451800	2017-05-01	367
11451800	2017-05-02	302
11451800	2017-05-03	326
11451800	2017-05-04	396
11451800	2017-05-05	476
11451800	2017-05-06	639
11451800	2017-05-07	600
11451800	2017-05-08	458
11451800	2017-05-09	399
11451800	2017-05-10	375
11451800	2017-05-11	416
11451800	2017-05-12	430
11451800	2017-05-13	442
11451800	2017-05-14	474
11451800	2017-05-15	508
11451800	2017-05-16	525
11451800	2017-05-17	560
11451800	2017-05-18	587
11451800	2017-05-19	588
11451800	2017-05-20	583
11451800	2017-05-21	581
11451800	2017-05-22	604
11451800	2017-05-23	629
11451800	2017-05-24	652
11451800	2017-05-25	644
11451800	2017-05-26	631
11451800	2017-05-27	605
11451800	2017-05-28	586
11451800	2017-05-29	534
11451800	2017-05-30	522
11451800	2017-05-31	575
11451800	2017-06-01	571
11451800	2017-06-02	564
11451800	2017-06-03	544
11451800	2017-06-04	533
11451800	2017-06-05	569
11451800	2017-06-06	587
11451800	2017-06-07	602
11451800	2017-06-08	590
11451800	2017-06-09	557
11451800	2017-06-10	518
11451800	2017-06-11	492
11451800	2017-06-12	467
11451800	2017-06-13	421
11451800	2017-06-14	446
11451800	2017-06-15	489
11451800	2017-06-16	532
11451800	2017-06-17	579
11451800	2017-06-18	575
11451800	2017-06-19	596
11451800	2017-06-20	614
11451800	2017-06-21	635
11451800	2017-06-22	641
11451800	2017-06-23	651
11451800	2017-06-24	663
11451800	2017-06-25	677
11451800	2017-06-26	670
11451800	2017-06-27	684
11451800	2017-06-28	689
11451800	2017-06-29	699
11451800	2017-06-30	703
11451800	2017-07-01	702
11451800	2017-07-02	713
11451800	2017-07-03	724
11451800	2017-07-04	691
11451800	2017-07-05	665
11451800	2017-07-06	663
11451800	2017-07-07	654
11451800	2017-07-08	659
11451800	2017-07-09	668
11451800	2017-07-10	672
11451800	2017-07-11	666
11451800	2017-07-12	651
11451800	2017-07-13	626
11451800	2017-07-14	624
11451800	2017-07-15	610
11451800	2017-07-16	574
11451800	2017-07-17	571
11451800	2017-07-18	563
11451800	2017-07-19	598
11451800	2017-07-20	625
11451800	2017-07-21	627
11451800	2017-07-22	606
11451800	2017-07-23	559
11451800	2017-07-24	560
11451800	2017-07-25	597
11451800	2017-07-26	606
11451800	2017-07-27	601
11451800	2017-07-28	598
11451800	2017-07-29	604
11451800	2017-07-30	587
11451800	2017-07-31	556
11451800	2017-08-01	537
11451800	2017-08-02	540
11451800	2017-08-03	569
11451800	2017-08-04	582
11451800	2017-08-05	583
11451800	2017-08-06	574
11451800	2017-08-07	557
11451800	2017-08-08	531
11451800	2017-08-09	511
11451800	2017-08-10	508
11451800	2017-08-11	511
11451800	2017-08-12	503
11451800	2017-08-13	488
11451800	2017-08-14	488
11451800	2017-08-15	487
11451800	2017-08-16	487
11451800	2017-08-17	487
11451800	2017-08-18	452
11451800	2017-08-19	432
11451800	2017-08-20	440
11451800	2017-08-21	438
11451800	2017-08-22	420
11451800	2017-08-23	429
11451800	2017-08-24	448
11451800	2017-08-25	460
11451800	2017-08-26	472
11451800	2017-08-27	482
11451800	2017-08-28	463
11451800	2017-08-29	475
11451800	2017-08-30	462
11451800	2017-08-31	454
11451800	2017-09-01	459
11451800	2017-09-02	451
11451800	2017-09-03	466
11451800	2017-09-04	465
11451800	2017-09-05	462
11451800	2017-09-06	447
11451800	2017-09-07	442
11451800	2017-09-08	440
11451800	2017-09-09	418
11451800	2017-09-10	380
11451800	2017-09-11	350
11451800	2017-09-12	336
11451800	2017-09-13	358
11451800	2017-09-14	341
11451800	2017-09-15	312
11451800	2017-09-16	300
11451800	2017-09-17	271
11451800	2017-09-18	267
11451800	2017-09-19	285
11451800	2017-09-20	289
11451800	2017-09-21	271
11451800	2017-09-22	252
11451800	2017-09-23	246
11451800	2017-09-24	281
11451800	2017-09-25	315
11451800	2017-09-26	340
11451800	2017-09-27	311
11451800	2017-09-28	291
11451800	2017-09-29	282
11451800	2017-09-30	272
