Site	Dates	Flow
11451800	2016-06-05	733
11451800	2016-06-06	752
11451800	2016-06-07	762
11451800	2016-06-08	772
11451800	2016-06-09	768
11451800	2016-06-10	722
11451800	2016-06-11	694
11451800	2016-06-12	689
11451800	2016-06-13	691
11451800	2016-06-14	690
11451800	2016-06-15	677
11451800	2016-06-16	685
11451800	2016-06-17	657
11451800	2016-06-18	667
11451800	2016-06-19	666
11451800	2016-06-20	673
11451800	2016-06-21	609
11451800	2016-06-22	582
11451800	2016-06-23	673
11451800	2016-06-24	669
11451800	2016-06-25	652
11451800	2016-06-26	704
11451800	2016-06-27	696
11451800	2016-06-28	698
11451800	2016-06-29	709
11451800	2016-06-30	704
11451800	2016-07-01	688
11451800	2016-07-02	694
11451800	2016-07-03	685
11451800	2016-07-04	720
11451800	2016-07-05	725
11451800	2016-07-06	717
11451800	2016-07-07	694
11451800	2016-07-08	685
11451800	2016-07-09	654
11451800	2016-07-10	622
11451800	2016-07-11	608
11451800	2016-07-12	596
11451800	2016-07-13	604
11451800	2016-07-14	616
11451800	2016-07-15	615
11451800	2016-07-16	645
11451800	2016-07-17	698
11451800	2016-07-18	705
11451800	2016-07-19	701
11451800	2016-07-20	698
11451800	2016-07-21	695
11451800	2016-07-22	674
11451800	2016-07-23	658
11451800	2016-07-24	643
11451800	2016-07-25	652
11451800	2016-07-26	627
11451800	2016-07-27	613
11451800	2016-07-28	626
11451800	2016-07-29	632
11451800	2016-07-30	637
11451800	2016-07-31	637
11451800	2016-08-01	628
11451800	2016-08-02	611
11451800	2016-08-03	601
11451800	2016-08-04	592
11451800	2016-08-05	607
11451800	2016-08-06	575
11451800	2016-08-07	484
11451800	2016-08-08	504
11451800	2016-08-09	409
11451800	2016-08-10	409
11451800	2016-08-11	457
11451800	2016-08-12	573
11451800	2016-08-13	615
11451800	2016-08-14	593
11451800	2016-08-15	455
11451800	2016-08-16	375
11451800	2016-08-17	519
11451800	2016-08-18	551
11451800	2016-08-19	492
11451800	2016-08-20	434
11451800	2016-08-21	432
11451800	2016-08-22	433
11451800	2016-08-23	443
11451800	2016-08-24	484
11451800	2016-08-25	440
11451800	2016-08-26	428
11451800	2016-08-27	417
11451800	2016-08-28	389
11451800	2016-08-29	418
11451800	2016-08-30	418
11451800	2016-08-31	459
11451800	2016-09-01	457
11451800	2016-09-02	471
11451800	2016-09-03	456
11451800	2016-09-04	438
11451800	2016-09-05	413
11451800	2016-09-06	409
11451800	2016-09-07	390
11451800	2016-09-08	398
11451800	2016-09-09	405
11451800	2016-09-10	399
11451800	2016-09-11	389
11451800	2016-09-12	388
11451800	2016-09-13	386
11451800	2016-09-14	372
11451800	2016-09-15	360
11451800	2016-09-16	353
11451800	2016-09-17	327
11451800	2016-09-18	317
11451800	2016-09-19	333
11451800	2016-09-20	342
11451800	2016-09-21	339
11451800	2016-09-22	344
11451800	2016-09-23	343
11451800	2016-09-24	341
11451800	2016-09-25	360
11451800	2016-09-26	358
11451800	2016-09-27	334
11451800	2016-09-28	319
11451800	2016-09-29	316
11451800	2016-09-30	293
11451800	2016-10-01	291
11451800	2016-10-02	300
11451800	2016-10-03	312
11451800	2016-10-04	307
11451800	2016-10-05	302
11451800	2016-10-06	281
11451800	2016-10-07	284
11451800	2016-10-08	287
11451800	2016-10-09	280
11451800	2016-10-10	192
11451800	2016-10-11	140
11451800	2016-10-12	106
11451800	2016-10-13	94
11451800	2016-10-14	74
11451800	2016-10-15	27
11451800	2016-10-16	41
11451800	2016-10-17	36
11451800	2016-10-18	27
11451800	2016-10-19	19
11451800	2016-10-20	14
11451800	2016-10-21	13
11451800	2016-10-22	12
11451800	2016-10-23	11
11451800	2016-10-24	13
11451800	2016-10-25	50
11451800	2016-10-26	53
11451800	2016-10-27	26
11451800	2016-10-28	27
11451800	2016-10-29	49
11451800	2016-10-30	37
11451800	2016-10-31	49
11451800	2016-11-01	59
11451800	2016-11-02	63
11451800	2016-11-03	37
11451800	2016-11-04	28
11451800	2016-11-05	23
11451800	2016-11-06	21
11451800	2016-11-07	19
11451800	2016-11-08	18
11451800	2016-11-09	18
11451800	2016-11-10	17
11451800	2016-11-11	16
11451800	2016-11-12	15
11451800	2016-11-13	15
11451800	2016-11-14	16
11451800	2016-11-15	17
11451800	2016-11-16	17
11451800	2016-11-17	17
11451800	2016-11-18	18
11451800	2016-11-19	33
11451800	2016-11-20	93
11451800	2016-11-21	64
11451800	2016-11-22	46
11451800	2016-11-23	42
11451800	2016-11-24	46
11451800	2016-11-25	36
11451800	2016-11-26	34
11451800	2016-11-27	41
11451800	2016-11-28	49
11451800	2016-11-29	42
11451800	2016-11-30	37
11451800	2016-12-01	33
11451800	2016-12-02	31
11451800	2016-12-03	30
11451800	2016-12-04	29
11451800	2016-12-05	29
11451800	2016-12-06	28
11451800	2016-12-07	28
11451800	2016-12-08	32
11451800	2016-12-09	39
11451800	2016-12-10	289
11451800	2016-12-11	372
11451800	2016-12-12	154
11451800	2016-12-13	99
11451800	2016-12-14	79
11451800	2016-12-15	1439
11451800	2016-12-16	1649
11451800	2016-12-17	469
11451800	2016-12-18	311
11451800	2016-12-19	243
11451800	2016-12-20	205
11451800	2016-12-21	193
11451800	2016-12-22	169
11451800	2016-12-23	187
11451800	2016-12-24	332
11451800	2016-12-25	235
11451800	2016-12-26	189
11451800	2016-12-27	173
11451800	2016-12-28	165
11451800	2016-12-29	150
11451800	2016-12-30	143
11451800	2016-12-31	144
11451800	2017-01-01	133
11451800	2017-01-02	126
11451800	2017-01-03	141
11451800	2017-01-04	1413
11451800	2017-01-05	464
11451800	2017-01-06	316
11451800	2017-01-07	823
11451800	2017-01-08	13172
11451800	2017-01-09	4366
11451800	2017-01-10	9121
11451800	2017-01-11	8366
11451800	2017-01-12	4573
11451800	2017-01-13	3511
11451800	2017-01-14	3181
11451800	2017-01-15	2957
11451800	2017-01-16	2897
11451800	2017-01-17	2814
11451800	2017-01-18	3855
11451800	2017-01-19	6552
11451800	2017-01-20	7837
11451800	2017-01-21	5248
11451800	2017-01-22	9213
11451800	2017-01-23	5596
11451800	2017-01-24	4612
11451800	2017-01-25	3673
11451800	2017-01-26	3671
11451800	2017-01-27	3544
11451800	2017-01-28	3415
11451800	2017-01-29	3384
11451800	2017-01-30	3357
11451800	2017-01-31	3217
11451800	2017-02-01	3021
11451800	2017-02-02	3522
11451800	2017-02-03	3736
11451800	2017-02-04	3949
11451800	2017-02-05	3640
11451800	2017-02-06	4548
11451800	2017-02-07	11335
11451800	2017-02-08	6500
11451800	2017-02-09	8558
11451800	2017-02-10	7284
11451800	2017-02-11	5689
11451800	2017-02-12	5040
11451800	2017-02-13	4722
11451800	2017-02-14	4525
11451800	2017-02-15	4335
11451800	2017-02-16	4574
11451800	2017-02-17	8360
11451800	2017-02-18	12689
11451800	2017-02-19	6442
11451800	2017-02-20	10241
11451800	2017-02-21	11217
11451800	2017-02-22	8394
11451800	2017-02-23	7730
11451800	2017-02-24	7148
11451800	2017-02-25	7003
11451800	2017-02-26	6744
11451800	2017-02-27	6578
11451800	2017-02-28	6415
11451800	2017-03-01	6024
11451800	2017-03-02	5741
11451800	2017-03-03	5558
11451800	2017-03-04	5459
11451800	2017-03-05	5531
11451800	2017-03-06	5326
11451800	2017-03-07	5255
11451800	2017-03-08	5154
11451800	2017-03-09	5055
11451800	2017-03-10	4285
11451800	2017-03-11	3513
11451800	2017-03-12	3302
11451800	2017-03-13	3225
11451800	2017-03-14	3165
11451800	2017-03-15	3095
11451800	2017-03-16	3035
11451800	2017-03-17	2972
11451800	2017-03-18	2889
11451800	2017-03-19	2583
11451800	2017-03-20	2454
11451800	2017-03-21	2553
11451800	2017-03-22	2267
11451800	2017-03-23	1412
11451800	2017-03-24	1600
11451800	2017-03-25	1652
11451800	2017-03-26	1441
11451800	2017-03-27	1394
11451800	2017-03-28	1344
11451800	2017-03-29	1343
11451800	2017-03-30	1139
11451800	2017-03-31	553
11451800	2017-04-01	465
11451800	2017-04-02	305
11451800	2017-04-03	272
11451800	2017-04-04	146
11451800	2017-04-05	229
11451800	2017-04-06	527
11451800	2017-04-07	1846
11451800	2017-04-08	1682
11451800	2017-04-09	1618
11451800	2017-04-10	1382
11451800	2017-04-11	1373
11451800	2017-04-12	1371
11451800	2017-04-13	1596
11451800	2017-04-14	1403
11451800	2017-04-15	1350
11451800	2017-04-16	1429
11451800	2017-04-17	1554
11451800	2017-04-18	1528
11451800	2017-04-19	1388
11451800	2017-04-20	1207
11451800	2017-04-21	1176
11451800	2017-04-22	1025
11451800	2017-04-23	714
11451800	2017-04-24	580
11451800	2017-04-25	400
11451800	2017-04-26	325
11451800	2017-04-27	311
11451800	2017-04-28	288
11451800	2017-04-29	115
11451800	2017-04-30	108
11451800	2017-05-01	145
11451800	2017-05-02	281
11451800	2017-05-03	322
11451800	2017-05-04	457
11451800	2017-05-05	475
11451800	2017-05-06	674
11451800	2017-05-07	655
11451800	2017-05-08	477
11451800	2017-05-09	354
11451800	2017-05-10	336
11451800	2017-05-11	398
11451800	2017-05-12	415
11451800	2017-05-13	430
11451800	2017-05-14	468
11451800	2017-05-15	511
11451800	2017-05-16	532
11451800	2017-05-17	575
11451800	2017-05-18	606
11451800	2017-05-19	608
11451800	2017-05-20	601
11451800	2017-05-21	600
11451800	2017-05-22	625
11451800	2017-05-23	653
11451800	2017-05-24	680
11451800	2017-05-25	670
11451800	2017-05-26	656
11451800	2017-05-27	627
11451800	2017-05-28	606
11451800	2017-05-29	547
11451800	2017-05-30	532
11451800	2017-05-31	593
11451800	2017-06-01	588
11451800	2017-06-02	582
11451800	2017-06-03	559
11451800	2017-06-04	546
11451800	2017-06-05	586
11451800	2017-06-06	606
11451800	2017-06-07	624
11451800	2017-06-08	610
11451800	2017-06-09	574
11451800	2017-06-10	530
11451800	2017-06-11	500
11451800	2017-06-12	473
11451800	2017-06-13	419
11451800	2017-06-14	447
11451800	2017-06-15	496
11451800	2017-06-16	543
11451800	2017-06-17	598
11451800	2017-06-18	593
11451800	2017-06-19	616
11451800	2017-06-20	636
11451800	2017-06-21	587
11451800	2017-06-22	216
11451800	2017-06-23	548
11451800	2017-06-24	640
11451800	2017-06-25	655
11451800	2017-06-26	648
11451800	2017-06-27	663
11451800	2017-06-28	670
11451800	2017-06-29	679
11451800	2017-06-30	685
11451800	2017-07-01	684
11451800	2017-07-02	694
11451800	2017-07-03	707
11451800	2017-07-04	672
11451800	2017-07-05	643
11451800	2017-07-06	640
11451800	2017-07-07	631
11451800	2017-07-08	636
11451800	2017-07-09	646
11451800	2017-07-10	650
11451800	2017-07-11	643
11451800	2017-07-12	629
11451800	2017-07-13	601
11451800	2017-07-14	598
11451800	2017-07-15	584
11451800	2017-07-16	543
11451800	2017-07-17	540
11451800	2017-07-18	530
11451800	2017-07-19	575
11451800	2017-07-20	614
11451800	2017-07-21	615
11451800	2017-07-22	593
11451800	2017-07-23	540
11451800	2017-07-24	549
11451800	2017-07-25	620
11451800	2017-07-26	630
11451800	2017-07-27	625
11451800	2017-07-28	621
11451800	2017-07-29	628
11451800	2017-07-30	608
11451800	2017-07-31	572
11451800	2017-08-01	548
11451800	2017-08-02	551
11451800	2017-08-03	586
11451800	2017-08-04	603
11451800	2017-08-05	605
11451800	2017-08-06	594
11451800	2017-08-07	573
11451800	2017-08-08	541
11451800	2017-08-09	517
11451800	2017-08-10	513
11451800	2017-08-11	517
11451800	2017-08-12	508
11451800	2017-08-13	490
11451800	2017-08-14	489
11451800	2017-08-15	488
11451800	2017-08-16	488
11451800	2017-08-17	489
11451800	2017-08-18	448
11451800	2017-08-19	423
11451800	2017-08-20	433
11451800	2017-08-21	431
11451800	2017-08-22	409
11451800	2017-08-23	420
11451800	2017-08-24	443
11451800	2017-08-25	458
11451800	2017-08-26	472
11451800	2017-08-27	483
11451800	2017-08-28	461
11451800	2017-08-29	476
11451800	2017-08-30	461
11451800	2017-08-31	450
11451800	2017-09-01	456
11451800	2017-09-02	448
11451800	2017-09-03	465
11451800	2017-09-04	464
11451800	2017-09-05	462
11451800	2017-09-06	444
11451800	2017-09-07	437
11451800	2017-09-08	436
11451800	2017-09-09	410
11451800	2017-09-10	366
11451800	2017-09-11	331
11451800	2017-09-12	315
11451800	2017-09-13	340
11451800	2017-09-14	321
11451800	2017-09-15	287
11451800	2017-09-16	274
11451800	2017-09-17	241
11451800	2017-09-18	235
11451800	2017-09-19	257
11451800	2017-09-20	263
11451800	2017-09-21	242
11451800	2017-09-22	222
11451800	2017-09-23	213
11451800	2017-09-24	252
11451800	2017-09-25	292
11451800	2017-09-26	323
11451800	2017-09-27	290
11451800	2017-09-28	267
11451800	2017-09-29	257
11451800	2017-09-30	245
