"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,36791.8713436212,15206.5477825538,90652.4542820864,892.33606738003,214535.239978256
"2","WY 2017",365,25822.1292052533,10030.7376636221,32591.5903121408,2366.94404671457,108639.233453721
"3","WY 2018",365,8141.82515803667,3018.89837926933,19455.9940945877,210.329330750879,46967.5641843421
