# ------------ GCLAS output --------------
#                                         
# site 11451800
# parmcode 80154
agency_cd	site_no	datetime	tz_cd	00_80154
USGS	11451800	2014-11-04 21:00	USP	  33.21
USGS	11451800	2014-11-04 21:15	USP	  33.24
USGS	11451800	2014-11-04 21:30	USP	  33.27
USGS	11451800	2014-11-04 21:45	USP	  33.29
USGS	11451800	2014-11-04 22:00	USP	  33.32
USGS	11451800	2014-11-04 22:15	USP	  33.35
USGS	11451800	2014-11-04 22:30	USP	  33.37
USGS	11451800	2014-11-04 22:45	USP	  33.40
USGS	11451800	2014-11-04 23:00	USP	  33.43
USGS	11451800	2014-11-04 23:15	USP	  33.46
USGS	11451800	2014-11-04 23:30	USP	  33.48
USGS	11451800	2014-11-04 23:45	USP	  33.51
USGS	11451800	2014-11-05 00:00	USP	  33.54
USGS	11451800	2014-11-05 00:15	USP	  33.56
USGS	11451800	2014-11-05 00:30	USP	  33.59
USGS	11451800	2014-11-05 00:45	USP	  33.62
USGS	11451800	2014-11-05 01:00	USP	  33.64
USGS	11451800	2014-11-05 01:15	USP	  33.67
USGS	11451800	2014-11-05 01:30	USP	  33.70
USGS	11451800	2014-11-05 01:45	USP	  33.72
USGS	11451800	2014-11-05 02:00	USP	  33.75
USGS	11451800	2014-11-05 02:15	USP	  33.78
USGS	11451800	2014-11-05 02:30	USP	  33.80
USGS	11451800	2014-11-05 02:45	USP	  33.83
USGS	11451800	2014-11-05 03:00	USP	  33.86
USGS	11451800	2014-11-05 03:15	USP	  33.88
USGS	11451800	2014-11-05 03:30	USP	  33.91
USGS	11451800	2014-11-05 03:45	USP	  33.94
USGS	11451800	2014-11-05 04:00	USP	  33.96
USGS	11451800	2014-11-05 04:15	USP	  33.99
USGS	11451800	2014-11-05 04:30	USP	  34.02
USGS	11451800	2014-11-05 04:45	USP	  34.04
USGS	11451800	2014-11-05 05:00	USP	  34.07
USGS	11451800	2014-11-05 05:15	USP	  34.10
USGS	11451800	2014-11-05 05:30	USP	  34.12
USGS	11451800	2014-11-05 05:45	USP	  34.15
USGS	11451800	2014-11-05 06:00	USP	  34.18
USGS	11451800	2014-11-05 06:15	USP	  34.20
USGS	11451800	2014-11-05 06:30	USP	  34.23
USGS	11451800	2014-11-05 06:45	USP	  34.26
USGS	11451800	2014-11-05 07:00	USP	  34.28
USGS	11451800	2014-11-05 07:15	USP	  34.31
USGS	11451800	2014-11-05 07:30	USP	  34.34
USGS	11451800	2014-11-05 07:45	USP	  34.36
USGS	11451800	2014-11-05 08:00	USP	  34.39
USGS	11451800	2014-11-05 08:15	USP	  34.42
USGS	11451800	2014-11-05 08:30	USP	  34.44
USGS	11451800	2014-11-05 08:45	USP	  34.47
USGS	11451800	2014-11-05 09:00	USP	  34.50
USGS	11451800	2014-11-05 09:15	USP	  34.52
USGS	11451800	2014-11-05 09:30	USP	  34.55
USGS	11451800	2014-11-05 09:45	USP	  34.58
USGS	11451800	2014-11-05 10:00	USP	  34.60
USGS	11451800	2014-11-05 10:15	USP	  34.63
USGS	11451800	2014-11-05 10:30	USP	  34.66
USGS	11451800	2014-11-05 10:45	USP	  34.68
USGS	11451800	2014-11-05 11:00	USP	  34.71
USGS	11451800	2014-11-05 11:15	USP	  34.74
USGS	11451800	2014-11-05 11:30	USP	  34.76
USGS	11451800	2014-11-05 11:45	USP	  34.79
USGS	11451800	2014-11-05 12:00	USP	  34.82
USGS	11451800	2014-11-05 12:15	USP	  34.84
USGS	11451800	2014-11-05 12:30	USP	  34.87
USGS	11451800	2014-11-05 12:45	USP	  34.90
USGS	11451800	2014-11-05 13:00	USP	  34.92
USGS	11451800	2014-11-05 13:15	USP	  34.95
USGS	11451800	2014-11-05 13:30	USP	  34.98
USGS	11451800	2014-11-05 13:45	USP	  35.00
USGS	11451800	2014-11-05 14:00	USP	  35.03
USGS	11451800	2014-11-05 14:15	USP	  35.06
USGS	11451800	2014-11-05 14:30	USP	  35.08
USGS	11451800	2014-11-05 14:45	USP	  35.11
USGS	11451800	2014-11-05 15:00	USP	  35.14
USGS	11451800	2014-11-05 15:15	USP	  35.16
USGS	11451800	2014-11-05 15:30	USP	  35.19
USGS	11451800	2014-11-05 15:45	USP	  35.22
USGS	11451800	2014-11-05 16:00	USP	  35.24
USGS	11451800	2014-11-05 16:15	USP	  35.27
USGS	11451800	2014-11-05 16:30	USP	  35.30
USGS	11451800	2014-11-05 16:45	USP	  35.33
USGS	11451800	2014-11-05 17:00	USP	  35.35
USGS	11451800	2014-11-05 17:15	USP	  35.38
USGS	11451800	2014-11-05 17:30	USP	  35.41
USGS	11451800	2014-11-05 17:45	USP	  35.43
USGS	11451800	2014-11-05 18:00	USP	  35.46
USGS	11451800	2014-11-05 18:15	USP	  35.49
USGS	11451800	2014-11-05 18:30	USP	  35.51
USGS	11451800	2014-11-05 18:45	USP	  35.54
USGS	11451800	2014-11-05 19:00	USP	  35.57
USGS	11451800	2014-11-05 19:15	USP	  35.59
USGS	11451800	2014-11-05 19:30	USP	  35.62
USGS	11451800	2014-11-05 19:45	USP	  35.65
USGS	11451800	2014-11-05 20:00	USP	  35.67
USGS	11451800	2014-11-05 20:15	USP	  35.70
USGS	11451800	2014-11-05 20:30	USP	  35.73
USGS	11451800	2014-11-05 20:45	USP	  35.75
USGS	11451800	2014-11-05 21:00	USP	  35.78
USGS	11451800	2014-11-05 21:15	USP	  35.81
USGS	11451800	2014-11-05 21:30	USP	  35.83
USGS	11451800	2014-11-05 21:45	USP	  35.86
USGS	11451800	2014-11-05 22:00	USP	  35.89
USGS	11451800	2014-11-05 22:15	USP	  35.91
USGS	11451800	2014-11-05 22:30	USP	  35.94
USGS	11451800	2014-11-05 22:45	USP	  35.97
USGS	11451800	2014-11-05 23:00	USP	  35.99
USGS	11451800	2014-11-05 23:15	USP	  36.02
USGS	11451800	2014-11-05 23:30	USP	  36.05
USGS	11451800	2014-11-05 23:45	USP	  36.07
USGS	11451800	2014-11-06 00:00	USP	  36.10
USGS	11451800	2014-11-06 00:15	USP	  36.13
USGS	11451800	2014-11-06 00:30	USP	  36.15
USGS	11451800	2014-11-06 00:45	USP	  36.18
USGS	11451800	2014-11-06 01:00	USP	  36.21
USGS	11451800	2014-11-06 01:15	USP	  36.23
USGS	11451800	2014-11-06 01:30	USP	  36.26
USGS	11451800	2014-11-06 01:45	USP	  36.29
USGS	11451800	2014-11-06 02:00	USP	  36.31
USGS	11451800	2014-11-06 02:15	USP	  36.34
USGS	11451800	2014-11-06 02:30	USP	  36.37
USGS	11451800	2014-11-06 02:45	USP	  36.39
USGS	11451800	2014-11-06 03:00	USP	  36.42
USGS	11451800	2014-11-06 03:15	USP	  36.45
USGS	11451800	2014-11-06 03:30	USP	  36.47
USGS	11451800	2014-11-06 03:45	USP	  36.50
USGS	11451800	2014-11-06 04:00	USP	  36.53
USGS	11451800	2014-11-06 04:15	USP	  36.55
USGS	11451800	2014-11-06 04:30	USP	  36.58
USGS	11451800	2014-11-06 04:45	USP	  36.61
USGS	11451800	2014-11-06 05:00	USP	  36.63
USGS	11451800	2014-11-06 05:15	USP	  36.66
USGS	11451800	2014-11-06 05:30	USP	  36.69
USGS	11451800	2014-11-06 05:45	USP	  36.71
USGS	11451800	2014-11-06 06:00	USP	  36.74
USGS	11451800	2014-11-06 06:15	USP	  36.77
USGS	11451800	2014-11-06 06:30	USP	  36.79
USGS	11451800	2014-11-06 06:45	USP	  36.82
USGS	11451800	2014-11-06 07:00	USP	  36.85
USGS	11451800	2014-11-06 07:15	USP	  36.87
USGS	11451800	2014-11-06 07:30	USP	  36.90
USGS	11451800	2014-11-06 07:45	USP	  36.93
USGS	11451800	2014-11-06 08:00	USP	  36.95
USGS	11451800	2014-11-06 08:15	USP	  36.98
USGS	11451800	2014-11-06 08:30	USP	  37.01
USGS	11451800	2014-11-06 08:45	USP	  37.03
USGS	11451800	2014-11-06 09:00	USP	  37.06
USGS	11451800	2014-11-06 09:15	USP	  37.09
USGS	11451800	2014-11-06 09:30	USP	  37.11
USGS	11451800	2014-11-06 09:45	USP	  37.14
USGS	11451800	2014-11-06 10:00	USP	  37.17
USGS	11451800	2014-11-06 10:15	USP	  37.20
USGS	11451800	2014-11-06 10:30	USP	  37.22
USGS	11451800	2014-11-06 10:45	USP	  37.25
USGS	11451800	2014-11-06 11:00	USP	  37.28
USGS	11451800	2014-11-06 11:15	USP	  37.30
USGS	11451800	2014-11-06 11:30	USP	  37.33
USGS	11451800	2014-11-06 11:45	USP	  37.36
USGS	11451800	2014-11-06 12:00	USP	  37.38
USGS	11451800	2014-11-06 12:15	USP	  37.41
USGS	11451800	2014-11-06 12:30	USP	  37.44
USGS	11451800	2014-11-06 12:45	USP	  37.46
USGS	11451800	2014-11-06 13:00	USP	  37.49
USGS	11451800	2014-11-06 13:15	USP	  37.52
USGS	11451800	2014-11-06 13:30	USP	  37.54
USGS	11451800	2014-11-06 13:45	USP	  37.57
USGS	11451800	2014-11-06 14:00	USP	  37.60
USGS	11451800	2014-11-06 14:15	USP	  37.62
USGS	11451800	2014-11-06 14:30	USP	  37.65
USGS	11451800	2014-11-06 14:45	USP	  37.68
USGS	11451800	2014-11-06 15:00	USP	  37.70
USGS	11451800	2014-11-06 15:15	USP	  37.73
USGS	11451800	2014-11-06 15:30	USP	  37.76
USGS	11451800	2014-11-06 15:45	USP	  37.78
USGS	11451800	2014-11-06 16:00	USP	  37.81
USGS	11451800	2014-11-06 16:15	USP	  37.84
USGS	11451800	2014-11-06 16:30	USP	  37.86
USGS	11451800	2014-11-06 16:45	USP	  37.89
USGS	11451800	2014-11-06 17:00	USP	  37.92
USGS	11451800	2014-11-06 17:15	USP	  37.94
USGS	11451800	2014-11-06 17:30	USP	  37.97
USGS	11451800	2014-11-06 17:45	USP	  38.00
USGS	11451800	2014-11-06 18:00	USP	  38.02
USGS	11451800	2014-11-06 18:15	USP	  38.05
USGS	11451800	2014-11-06 18:30	USP	  38.08
USGS	11451800	2014-11-06 18:45	USP	  38.10
USGS	11451800	2014-11-06 19:00	USP	  38.13
USGS	11451800	2014-11-06 19:15	USP	  38.16
USGS	11451800	2014-11-06 19:30	USP	  38.18
USGS	11451800	2014-11-06 19:45	USP	  38.21
USGS	11451800	2014-11-06 20:00	USP	  38.24
USGS	11451800	2014-11-06 20:15	USP	  38.26
USGS	11451800	2014-11-06 20:30	USP	  38.29
USGS	11451800	2014-11-06 20:45	USP	  38.32
USGS	11451800	2014-11-06 21:00	USP	  38.34
USGS	11451800	2014-11-06 21:15	USP	  38.37
USGS	11451800	2014-11-06 21:30	USP	  38.40
USGS	11451800	2014-11-06 21:45	USP	  38.42
USGS	11451800	2014-11-06 22:00	USP	  38.45
USGS	11451800	2014-11-06 22:15	USP	  38.48
USGS	11451800	2014-11-06 22:30	USP	  38.50
USGS	11451800	2014-11-06 22:45	USP	  38.53
USGS	11451800	2014-11-06 23:00	USP	  38.56
USGS	11451800	2014-11-06 23:15	USP	  38.58
USGS	11451800	2014-11-06 23:30	USP	  38.61
USGS	11451800	2014-11-06 23:45	USP	  38.64
USGS	11451800	2014-11-07 00:00	USP	  38.66
USGS	11451800	2014-11-07 00:15	USP	  38.69
USGS	11451800	2014-11-07 00:30	USP	  38.72
USGS	11451800	2014-11-07 00:45	USP	  38.74
USGS	11451800	2014-11-07 01:00	USP	  38.77
USGS	11451800	2014-11-07 01:15	USP	  38.80
USGS	11451800	2014-11-07 01:30	USP	  38.82
USGS	11451800	2014-11-07 01:45	USP	  38.85
USGS	11451800	2014-11-07 02:00	USP	  38.88
USGS	11451800	2014-11-07 02:15	USP	  38.90
USGS	11451800	2014-11-07 02:30	USP	  38.93
USGS	11451800	2014-11-07 02:45	USP	  38.96
USGS	11451800	2014-11-07 03:00	USP	  38.98
USGS	11451800	2014-11-07 03:15	USP	  39.01
USGS	11451800	2014-11-07 03:30	USP	  39.04
USGS	11451800	2014-11-07 03:45	USP	  39.07
USGS	11451800	2014-11-07 04:00	USP	  39.09
USGS	11451800	2014-11-07 04:15	USP	  39.12
USGS	11451800	2014-11-07 04:30	USP	  39.15
USGS	11451800	2014-11-07 04:45	USP	  39.17
USGS	11451800	2014-11-07 05:00	USP	  39.20
USGS	11451800	2014-11-07 05:15	USP	  39.23
USGS	11451800	2014-11-07 05:30	USP	  39.25
USGS	11451800	2014-11-07 05:45	USP	  39.28
USGS	11451800	2014-11-07 06:00	USP	  39.31
USGS	11451800	2014-11-07 06:15	USP	  39.33
USGS	11451800	2014-11-07 06:30	USP	  39.36
USGS	11451800	2014-11-07 06:45	USP	  39.39
USGS	11451800	2014-11-07 07:00	USP	  39.41
USGS	11451800	2014-11-07 07:15	USP	  39.44
USGS	11451800	2014-11-07 07:30	USP	  39.47
USGS	11451800	2014-11-07 07:45	USP	  39.49
USGS	11451800	2014-11-07 08:00	USP	  39.52
USGS	11451800	2014-11-07 08:15	USP	  39.55
USGS	11451800	2014-11-07 08:30	USP	  39.57
USGS	11451800	2014-11-07 08:45	USP	  39.60
USGS	11451800	2014-11-07 09:00	USP	  39.63
USGS	11451800	2014-11-07 09:15	USP	  39.65
USGS	11451800	2014-11-07 09:30	USP	  39.68
USGS	11451800	2014-11-07 09:45	USP	  39.71
USGS	11451800	2014-11-07 10:00	USP	  39.73
USGS	11451800	2014-11-07 10:15	USP	  39.76
USGS	11451800	2014-11-07 10:30	USP	  39.79
USGS	11451800	2014-11-07 10:45	USP	  39.81
USGS	11451800	2014-11-07 11:00	USP	  39.84
USGS	11451800	2014-11-07 11:15	USP	  39.87
USGS	11451800	2014-11-07 11:30	USP	  39.89
USGS	11451800	2014-11-07 11:45	USP	  39.92
USGS	11451800	2014-11-07 12:00	USP	  39.95
USGS	11451800	2014-11-07 12:15	USP	  39.97
USGS	11451800	2014-11-07 12:30	USP	  40.00
USGS	11451800	2014-11-07 12:45	USP	  41.50
USGS	11451800	2014-11-07 13:00	USP	  42.02
USGS	11451800	2014-11-07 13:15	USP	  42.04
USGS	11451800	2014-11-07 13:30	USP	  42.06
USGS	11451800	2014-11-07 13:45	USP	  42.08
USGS	11451800	2014-11-07 14:00	USP	  42.11
USGS	11451800	2014-11-07 14:15	USP	  42.13
USGS	11451800	2014-11-07 14:30	USP	  42.15
USGS	11451800	2014-11-07 14:45	USP	  42.17
USGS	11451800	2014-11-07 15:00	USP	  42.20
USGS	11451800	2014-11-07 15:15	USP	  42.22
USGS	11451800	2014-11-07 15:30	USP	  42.24
USGS	11451800	2014-11-07 16:15	USP	  42.31
USGS	11451800	2014-11-07 16:30	USP	  42.33
USGS	11451800	2014-11-07 16:45	USP	  42.36
USGS	11451800	2014-11-07 17:00	USP	  42.38
USGS	11451800	2014-11-07 17:15	USP	  42.40
USGS	11451800	2014-11-07 17:30	USP	  42.43
USGS	11451800	2014-11-07 17:45	USP	  42.45
USGS	11451800	2014-11-07 18:30	USP	  42.52
USGS	11451800	2014-11-07 18:45	USP	  42.54
USGS	11451800	2014-11-07 19:00	USP	  42.56
USGS	11451800	2014-11-07 19:15	USP	  42.59
USGS	11451800	2014-11-07 19:30	USP	  42.61
USGS	11451800	2014-11-07 19:45	USP	  42.63
USGS	11451800	2014-11-07 20:00	USP	  42.65
USGS	11451800	2014-11-07 20:15	USP	  42.68
USGS	11451800	2014-11-07 20:30	USP	  42.70
USGS	11451800	2014-11-07 20:45	USP	  42.72
USGS	11451800	2014-11-07 21:00	USP	  42.74
USGS	11451800	2014-11-07 21:15	USP	  42.77
USGS	11451800	2014-11-07 21:30	USP	  42.79
USGS	11451800	2014-11-07 21:45	USP	  42.81
USGS	11451800	2014-11-07 22:00	USP	  42.84
USGS	11451800	2014-11-07 22:15	USP	  42.86
USGS	11451800	2014-11-07 22:30	USP	  42.88
USGS	11451800	2014-11-07 22:45	USP	  42.90
USGS	11451800	2014-11-07 23:00	USP	  42.93
USGS	11451800	2014-11-07 23:15	USP	  42.95
USGS	11451800	2014-11-07 23:30	USP	  42.97
USGS	11451800	2014-11-07 23:45	USP	  43.00
USGS	11451800	2014-11-08 00:00	USP	  43.02
USGS	11451800	2014-11-08 00:15	USP	  43.04
USGS	11451800	2014-11-08 00:30	USP	  43.06
USGS	11451800	2014-11-08 00:45	USP	  43.09
USGS	11451800	2014-11-08 01:00	USP	  43.11
USGS	11451800	2014-11-08 01:15	USP	  43.13
USGS	11451800	2014-11-08 01:30	USP	  43.16
USGS	11451800	2014-11-08 01:45	USP	  43.18
USGS	11451800	2014-11-08 02:00	USP	  43.20
USGS	11451800	2014-11-08 02:15	USP	  43.22
USGS	11451800	2014-11-08 02:30	USP	  43.25
USGS	11451800	2014-11-08 02:45	USP	  43.27
USGS	11451800	2014-11-08 03:00	USP	  43.29
USGS	11451800	2014-11-08 03:15	USP	  43.31
USGS	11451800	2014-11-08 03:30	USP	  43.34
USGS	11451800	2014-11-08 03:45	USP	  43.36
USGS	11451800	2014-11-08 04:00	USP	  43.38
USGS	11451800	2014-11-08 04:15	USP	  43.41
USGS	11451800	2014-11-08 04:30	USP	  43.43
USGS	11451800	2014-11-08 04:45	USP	  43.45
USGS	11451800	2014-11-08 05:00	USP	  43.47
USGS	11451800	2014-11-08 05:15	USP	  43.50
USGS	11451800	2014-11-08 05:30	USP	  43.52
USGS	11451800	2014-11-08 05:45	USP	  43.54
USGS	11451800	2014-11-08 06:00	USP	  43.57
USGS	11451800	2014-11-08 06:15	USP	  43.59
USGS	11451800	2014-11-08 06:30	USP	  43.61
USGS	11451800	2014-11-08 06:45	USP	  43.63
USGS	11451800	2014-11-08 07:00	USP	  43.66
USGS	11451800	2014-11-08 07:15	USP	  43.68
USGS	11451800	2014-11-08 07:30	USP	  43.70
USGS	11451800	2014-11-08 07:45	USP	  43.73
USGS	11451800	2014-11-08 08:00	USP	  43.75
USGS	11451800	2014-11-08 08:15	USP	  43.77
USGS	11451800	2014-11-08 08:30	USP	  43.79
USGS	11451800	2014-11-08 08:45	USP	  43.82
USGS	11451800	2014-11-08 09:00	USP	  43.84
USGS	11451800	2014-11-08 09:15	USP	  43.86
USGS	11451800	2014-11-08 09:30	USP	  43.89
USGS	11451800	2014-11-08 09:45	USP	  43.91
USGS	11451800	2014-11-08 10:00	USP	  43.93
USGS	11451800	2014-11-08 10:15	USP	  43.95
USGS	11451800	2014-11-08 10:30	USP	  43.98
USGS	11451800	2014-11-08 10:45	USP	  44.00
USGS	11451800	2014-11-08 11:00	USP	  44.02
USGS	11451800	2014-11-08 11:15	USP	  44.04
USGS	11451800	2014-11-08 11:30	USP	  44.07
USGS	11451800	2014-11-08 11:45	USP	  44.09
USGS	11451800	2014-11-08 12:00	USP	  44.11
USGS	11451800	2014-11-08 12:15	USP	  44.14
USGS	11451800	2014-11-08 12:30	USP	  44.16
USGS	11451800	2014-11-08 12:45	USP	  44.18
USGS	11451800	2014-11-08 13:00	USP	  44.20
USGS	11451800	2014-11-08 13:15	USP	  44.23
USGS	11451800	2014-11-08 13:30	USP	  44.25
USGS	11451800	2014-11-08 13:45	USP	  44.27
USGS	11451800	2014-11-08 14:00	USP	  44.30
USGS	11451800	2014-11-08 14:15	USP	  44.32
USGS	11451800	2014-11-08 14:30	USP	  44.34
USGS	11451800	2014-11-08 14:45	USP	  44.36
USGS	11451800	2014-11-08 15:00	USP	  44.39
USGS	11451800	2014-11-08 15:15	USP	  44.41
USGS	11451800	2014-11-08 15:30	USP	  44.43
USGS	11451800	2014-11-08 15:45	USP	  44.46
USGS	11451800	2014-11-08 16:00	USP	  44.48
USGS	11451800	2014-11-08 16:15	USP	  44.50
USGS	11451800	2014-11-08 16:30	USP	  44.52
USGS	11451800	2014-11-08 16:45	USP	  44.55
USGS	11451800	2014-11-08 17:00	USP	  44.57
USGS	11451800	2014-11-08 17:15	USP	  44.59
USGS	11451800	2014-11-08 17:30	USP	  44.61
USGS	11451800	2014-11-08 17:45	USP	  44.64
USGS	11451800	2014-11-08 18:00	USP	  44.66
USGS	11451800	2014-11-08 18:15	USP	  44.68
USGS	11451800	2014-11-08 18:30	USP	  44.71
USGS	11451800	2014-11-08 18:45	USP	  44.73
USGS	11451800	2014-11-08 19:00	USP	  44.75
USGS	11451800	2014-11-08 19:15	USP	  44.77
USGS	11451800	2014-11-08 19:30	USP	  44.80
USGS	11451800	2014-11-08 19:45	USP	  44.82
USGS	11451800	2014-11-08 20:00	USP	  44.84
USGS	11451800	2014-11-08 20:15	USP	  44.87
USGS	11451800	2014-11-08 20:30	USP	  44.89
USGS	11451800	2014-11-08 20:45	USP	  44.91
USGS	11451800	2014-11-08 21:00	USP	  44.93
USGS	11451800	2014-11-08 21:15	USP	  44.96
USGS	11451800	2014-11-08 21:30	USP	  44.98
USGS	11451800	2014-11-08 21:45	USP	  45.00
USGS	11451800	2014-11-08 22:00	USP	  45.03
USGS	11451800	2014-11-08 22:15	USP	  45.05
USGS	11451800	2014-11-08 22:30	USP	  45.07
USGS	11451800	2014-11-08 22:45	USP	  45.09
USGS	11451800	2014-11-08 23:00	USP	  45.12
USGS	11451800	2014-11-08 23:15	USP	  45.14
USGS	11451800	2014-11-08 23:30	USP	  45.16
USGS	11451800	2014-11-08 23:45	USP	  45.18
USGS	11451800	2014-11-09 00:00	USP	  45.21
USGS	11451800	2014-11-09 00:15	USP	  45.23
USGS	11451800	2014-11-09 00:30	USP	  45.25
USGS	11451800	2014-11-09 00:45	USP	  45.28
USGS	11451800	2014-11-09 01:00	USP	  45.30
USGS	11451800	2014-11-09 01:15	USP	  45.32
USGS	11451800	2014-11-09 01:30	USP	  45.34
USGS	11451800	2014-11-09 01:45	USP	  45.37
USGS	11451800	2014-11-09 02:00	USP	  45.39
USGS	11451800	2014-11-09 02:15	USP	  45.41
USGS	11451800	2014-11-09 02:30	USP	  45.44
USGS	11451800	2014-11-09 02:45	USP	  45.46
USGS	11451800	2014-11-09 03:00	USP	  45.48
USGS	11451800	2014-11-09 03:15	USP	  45.50
USGS	11451800	2014-11-09 03:30	USP	  45.53
USGS	11451800	2014-11-09 03:45	USP	  45.55
USGS	11451800	2014-11-09 04:00	USP	  45.57
USGS	11451800	2014-11-09 04:15	USP	  45.60
USGS	11451800	2014-11-09 04:30	USP	  45.62
USGS	11451800	2014-11-09 04:45	USP	  45.64
USGS	11451800	2014-11-09 05:00	USP	  45.66
USGS	11451800	2014-11-09 05:15	USP	  45.69
USGS	11451800	2014-11-09 05:30	USP	  45.71
USGS	11451800	2014-11-09 05:45	USP	  45.73
USGS	11451800	2014-11-09 06:00	USP	  45.75
USGS	11451800	2014-11-09 06:15	USP	  45.78
USGS	11451800	2014-11-09 06:30	USP	  45.80
USGS	11451800	2014-11-09 06:45	USP	  45.82
USGS	11451800	2014-11-09 07:00	USP	  45.85
USGS	11451800	2014-11-09 07:15	USP	  45.87
USGS	11451800	2014-11-09 07:30	USP	  45.89
USGS	11451800	2014-11-09 07:45	USP	  45.91
USGS	11451800	2014-11-09 08:00	USP	  45.94
USGS	11451800	2014-11-09 08:15	USP	  45.96
USGS	11451800	2014-11-09 08:30	USP	  45.98
USGS	11451800	2014-11-09 08:45	USP	  46.01
USGS	11451800	2014-11-09 09:00	USP	  46.03
USGS	11451800	2014-11-09 09:15	USP	  46.05
USGS	11451800	2014-11-09 09:30	USP	  46.07
USGS	11451800	2014-11-09 09:45	USP	  46.10
USGS	11451800	2014-11-09 10:00	USP	  46.12
USGS	11451800	2014-11-09 10:15	USP	  46.14
USGS	11451800	2014-11-09 10:30	USP	  46.17
USGS	11451800	2014-11-09 10:45	USP	  46.19
USGS	11451800	2014-11-09 11:00	USP	  46.21
USGS	11451800	2014-11-09 11:15	USP	  46.23
USGS	11451800	2014-11-09 11:30	USP	  46.26
USGS	11451800	2014-11-09 11:45	USP	  46.28
