"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,3.43090643270301e-05,1.02531471943665e-05,0.000138073754655842,3.03403849363681e-07,0.000225617240664932
"2","WY 2017",365,0.00180173287943205,0.000382942165659866,0.00143406743083983,0.000357132642368845,0.00556451833210359
