"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,1004749.98344041,256478.761429628,380461.819378395,458534.577238737,1925533.72856794
"2","WY 2017",365,3586908.49835749,920627.36162692,1194888.00686923,1801912.96777138,6426930.92595068
