"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,0.00211641633382343,0.000208651985084878,0.001325553534826,0.000580838246345545,0.00553887416410666
"2","WY 2017",365,0.0127166806162176,0.00124417568807452,0.00369648984751794,0.0069876009172301,0.0213398735646505
"3","WY 2018",365,3.89564930108861e-05,1.17363894769992e-05,5.19097629898543e-05,3.22741836193647e-06,0.000169415008232764
