"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,0.0094001260803327,0.00260152168518223,0.014813924815066,0.000563864526003079,0.0449852906532974
"2","WY 2017",365,0.00168463240955759,0.000524596943690632,0.00149932782973338,0.00028161990783844,0.00562319876246644
"3","WY 2018",365,0.000230862185249834,0.000150294955943669,0.000722724186867901,3.41631807465972e-06,0.00144447923086241
