"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,0.00717826963457551,0.00180852288940182,0.0294920332544896,6.08627810839678e-05,0.0473502888186766
"2","WY 2017",365,0.318818711440294,0.0694648366052458,0.279746017066107,0.0544991577558186,1.05377166854001
