"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,57254.4165279936,15308.0821766321,22725.751016249,25144.8531613868,112623.523497934
"2","WY 2017",365,619660.766816721,170891.501446512,223363.818010418,293844.849073001,1156478.15708505
