"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,52192.444694728,12923.5315045812,252592.176613665,317.75150683247,351031.363580679
"2","WY 2017",365,1469818.47715622,395243.805466479,1554248.63635582,184854.975884533,5517373.85387507
