"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2015",365,28178.1089019471,11437.4017431865,25331.6509163052,4636.36678084411,94712.3000427152
"2","WY 2016",366,38309.0980298043,8211.24495857807,14303.3962637985,17678.9599403117,72856.6995725754
"3","WY 2017",365,845474.614649773,251095.69758121,336215.69344437,370737.446575959,1664847.94122325
