"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,5.23796988145202e-05,8.99193530301778e-06,5.08943212197082e-05,7.59917288805391e-06,0.000185713579457598
"2","WY 2017",365,1.9843576405894e-05,3.35995675311199e-06,9.95134478715485e-06,7.0102617647632e-06,4.48825669942926e-05
"3","WY 2018",365,4.53143217361388e-06,8.67649189763533e-07,5.34450841614339e-06,4.70096232090867e-07,1.82681462350963e-05
