"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,491027.254764857,101683.238201528,492794.546908105,67497.3474495054,1779636.88234453
"2","WY 2017",365,3348166.40837199,649433.876965449,966052.362614013,1848130.6887442,5599541.41532388
