"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,0.00218566893410701,0.000253607479726462,0.0016371458563293,0.00047294578173646,0.00647051726292366
"2","WY 2017",365,0.0143780141291057,0.00205640735178974,0.00588036642737313,0.0061567450977601,0.0287657916801706
"3","WY 2018",365,4.11655350176424e-05,1.87396899726369e-05,8.18947744029174e-05,1.54831986049582e-06,0.000220762354842574
