"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2017",365,3669681.33332445,553374.620977885,814189.091418343,2331305.58008096,5505395.08686823
"2","WY 2018",365,5805.0101945734,818.68746422662,2168.66296696689,2677.68655363983,11043.5050398742
