"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,0.00236711385908787,0.000285996557627266,0.00185138899426075,0.000481382590819623,0.007221986280669
"2","WY 2017",365,0.0145766615306035,0.00216182578622934,0.00612853102092363,0.00609385849510353,0.0296301586503976
"3","WY 2018",365,3.53683963947017e-05,1.03309735173915e-05,4.8053294656701e-05,2.8247085463784e-06,0.000155608257541576
