"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2017",365,0.00418804198242032,0.000598279656025604,0.000835948029964173,0.00278790663650957,0.00605029638311476
"2","WY 2018",365,1.80503343142535e-05,3.04134057288622e-06,6.40548833467458e-06,8.66105966156949e-06,3.34108514567085e-05
