"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,0.000157157582715639,1.80247282659205e-05,0.00014007029396226,2.62130209807097e-05,0.000525100268844502
"2","WY 2017",365,0.00184733851443705,0.000265269910574486,0.000798006933756216,0.000753874480969054,0.00381494438966349
