"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,6.67132491426815e-05,1.0238707745425e-05,5.74188063135694e-05,1.17512096738634e-05,0.000217570444008119
"2","WY 2017",365,2.99745864977455e-05,4.95584123159464e-06,1.43797962493116e-05,1.10757292804412e-05,6.59444465581477e-05
