"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2015",365,573850.075214122,246988.76418604,454340.778062551,114634.015292943,1765772.48318601
"2","WY 2016",366,541810.111554449,232748.697581478,251214.608910461,206985.069706138,1167310.7977097
"3","WY 2017",365,2910354.5616156,623887.42274082,866961.86884117,1575020.71860865,4939491.79120844
