"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2015",365,38165.2545081104,8170.88032253878,34646.8243941208,6182.84738155589,129149.983041628
"2","WY 2016",366,39070.4275657418,7342.90269400884,13175.2844193142,19458.4234563877,70439.1334576644
"3","WY 2017",365,699555.83986451,166343.36573256,232594.604837917,351899.72523303,1252241.66974742
