"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,5.28257769605958e-05,9.6701575724503e-06,5.44223813432111e-05,6.9470494063657e-06,0.000194866532110191
"2","WY 2017",365,1.98618924380821e-05,3.81269280687548e-06,1.1091703311779e-05,6.24584445150317e-06,4.81463813880107e-05
