"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,0.000155586085721055,1.83346317107682e-05,0.000145636138089729,2.39942301539004e-05,0.000537722947037739
"2","WY 2017",365,0.00185497989568924,0.00028017441414454,0.000844448374945345,0.000721166825767373,0.00395230134964869
"3","WY 2018",365,7.17294245008412e-06,1.39461565466276e-06,8.06284645637227e-06,8.10855937475016e-07,2.80328126668324e-05
