"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,0.179966013391188,0.045745319070889,0.0695304687483591,0.0808125999080081,0.348722733428291
"2","WY 2017",365,1.63901641362916,0.451776066705924,0.604753191034533,0.763409876260345,3.09725172518956
"3","WY 2018",365,0.0169807683883715,0.00659790252704333,0.00696292915280202,0.00725504662965575,0.0340235658161818
