"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,2.49084886060881e-05,2.64212429950325e-06,1.72167312317257e-05,6.02009326203136e-06,6.97410756093866e-05
"2","WY 2017",365,0.000173644173503865,2.45441067779478e-05,7.00136773605692e-05,7.52624938008403e-05,0.000344605356447148
"3","WY 2018",365,3.04004361733629e-06,5.85703508108694e-07,2.87409376759439e-06,4.6130744502442e-07,1.05787453597319e-05
