"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,26703.2400859382,5287.29244553798,121995.473948318,182.592056624115,178550.834881172
"2","WY 2017",365,873153.638571468,175746.431052181,759607.303911541,151265.71511113,2868875.49093183
"3","WY 2018",365,0,0,NA,NA,NA
"4","WY 2019",365,503259.373817315,99189.0466529741,649784.565779577,44227.2639786562,2147130.82717316
