"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2016",366,137175.792530726,36242.5056138154,276738.506256289,5014.69693694312,740134.208536084
"2","WY 2017",365,1776432.87658429,561956.630507364,1652494.28180545,276736.008457546,6113304.01828055
"3","WY 2018",365,502.621881382739,302.929242204337,1530.68428968812,7.87281165199395,3123.15878820905
