"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2015",365,523703.206485793,122445.479598243,464374.253383886,88059.4906895686,1743611.7692041
"2","WY 2016",366,648856.582148357,140706.994275321,231818.280205052,309765.509001728,1205293.00612405
"3","WY 2017",365,8334408.34258438,2237162.87690363,3076512.08745725,3880630.85530991,15753228.7955616
