Site	Dates	Flow
10s	10d	6n
11452500	2016-10-01	0
11452500	2016-10-02	0
11452500	2016-10-03	0
11452500	2016-10-04	18
11452500	2016-10-05	2.3
11452500	2016-10-06	0
11452500	2016-10-07	0
11452500	2016-10-08	0
11452500	2016-10-09	0
11452500	2016-10-10	0
11452500	2016-10-11	0
11452500	2016-10-12	0
11452500	2016-10-13	0
11452500	2016-10-14	0
11452500	2016-10-15	0
11452500	2016-10-16	0
11452500	2016-10-17	0
11452500	2016-10-18	0
11452500	2016-10-19	0
11452500	2016-10-20	0
11452500	2016-10-21	0
11452500	2016-10-22	0
11452500	2016-10-23	0
11452500	2016-10-24	0
11452500	2016-10-25	0
11452500	2016-10-26	0
11452500	2016-10-27	0
11452500	2016-10-28	0
11452500	2016-10-29	0
11452500	2016-10-30	0
11452500	2016-10-31	0
11452500	2016-11-01	0
11452500	2016-11-02	0
11452500	2016-11-03	0
11452500	2016-11-04	0
11452500	2016-11-05	0
11452500	2016-11-06	0
11452500	2016-11-07	0
11452500	2016-11-08	0
11452500	2016-11-09	0
11452500	2016-11-10	0
11452500	2016-11-11	0
11452500	2016-11-12	0
11452500	2016-11-13	0
11452500	2016-11-14	0
11452500	2016-11-15	0
11452500	2016-11-16	0
11452500	2016-11-17	0
11452500	2016-11-18	0
11452500	2016-11-19	0
11452500	2016-11-20	0
11452500	2016-11-21	0
11452500	2016-11-22	0
11452500	2016-11-23	0
11452500	2016-11-24	0
11452500	2016-11-25	0
11452500	2016-11-26	0
11452500	2016-11-27	0
11452500	2016-11-28	0
11452500	2016-11-29	0
11452500	2016-11-30	0
11452500	2016-12-01	0
11452500	2016-12-02	0
11452500	2016-12-03	0
11452500	2016-12-04	0
11452500	2016-12-05	0
11452500	2016-12-06	0
11452500	2016-12-07	0
11452500	2016-12-08	0
11452500	2016-12-09	0
11452500	2016-12-10	0
11452500	2016-12-11	180
11452500	2016-12-12	134
11452500	2016-12-13	37
11452500	2016-12-14	15
11452500	2016-12-15	15
11452500	2016-12-16	2107
11452500	2016-12-17	832
11452500	2016-12-18	286
11452500	2016-12-19	121
11452500	2016-12-20	63
11452500	2016-12-21	40
11452500	2016-12-22	26
11452500	2016-12-23	22
11452500	2016-12-24	34
11452500	2016-12-25	72
11452500	2016-12-26	38
11452500	2016-12-27	22
11452500	2016-12-28	15
11452500	2016-12-29	11
11452500	2016-12-30	8.4
11452500	2016-12-31	6.4
11452500	2017-01-01	5.0
11452500	2017-01-02	4.0
11452500	2017-01-03	4.7
11452500	2017-01-04	895
11452500	2017-01-05	834
11452500	2017-01-06	271
11452500	2017-01-07	289
11452500	2017-01-08	4454
11452500	2017-01-09	12190
11452500	2017-01-10	5236
11452500	2017-01-11	12805
11452500	2017-01-12	5294
11452500	2017-01-13	4287
11452500	2017-01-14	3447
11452500	2017-01-15	3249
11452500	2017-01-16	3075
11452500	2017-01-17	2953
11452500	2017-01-18	2975
11452500	2017-01-19	7212
11452500	2017-01-20	6970
11452500	2017-01-21	7166
11452500	2017-01-22	8046
11452500	2017-01-23	7509
11452500	2017-01-24	4892
11452500	2017-01-25	4255
11452500	2017-01-26	3580
11452500	2017-01-27	3593
11452500	2017-01-28	3452
11452500	2017-01-29	3350
11452500	2017-01-30	3265
11452500	2017-01-31	3186
11452500	2017-02-01	3116
11452500	2017-02-02	3252
11452500	2017-02-03	4695
11452500	2017-02-04	4595
11452500	2017-02-05	3849
11452500	2017-02-06	4704
11452500	2017-02-07	9493
11452500	2017-02-08	9313
11452500	2017-02-09	6467
11452500	2017-02-10	9625
11452500	2017-02-11	5940
11452500	2017-02-12	5025
11452500	2017-02-13	4616
11452500	2017-02-14	4345
11452500	2017-02-15	4150
11452500	2017-02-16	4157
11452500	2017-02-17	5398
11452500	2017-02-18	15087
11452500	2017-02-19	7486
11452500	2017-02-20	7002
11452500	2017-02-21	12423
11452500	2017-02-22	7499
11452500	2017-02-23	6153
11452500	2017-02-24	5521
11452500	2017-02-25	5040
11452500	2017-02-26	4872
11452500	2017-02-27	4678
11452500	2017-02-28	4490
11452500	2017-03-01	4307
11452500	2017-03-02	4000
11452500	2017-03-03	3912
11452500	2017-03-04	3840
11452500	2017-03-05	3888
11452500	2017-03-06	3797
11452500	2017-03-07	3726
11452500	2017-03-08	3662
11452500	2017-03-09	3596
11452500	2017-03-10	3532
11452500	2017-03-11	3443
11452500	2017-03-12	3175
11452500	2017-03-13	3132
11452500	2017-03-14	3079
