"","Period","Ndays","Flux","Std.Err","SEP","L95","U95"
"1","WY 2010",365,118734.0294724,31310.2608383539,559809.807563822,761.88896281962,796559.11210301
"2","WY 2011",365,772354.093578818,238599.74847388,1547535.34006436,28630.537005609,4154916.87406147
"3","WY 2012",366,0,0,NA,NA,NA
"4","WY 2013",365,67019.3053432147,17221.8597097296,428018.56000307,235.035079152612,457322.380066509
"5","WY 2014",365,0,0,NA,NA,NA
"6","WY 2015",365,60631.816116315,15213.3839841569,269967.999452325,436.705737180681,404219.732826253
